cp_id,case_id,person_id,role
ROB-CP-0437,CASE-0228,PERSON-0541,SUSPECT
ROB-CP-0438,CASE-0228,PERSON-0434,SUSPECT
ROB-CP-0439,CASE-0129,PERSON-0638,SUSPECT
ROB-CP-0440,CASE-0129,PERSON-0469,SUSPECT
ROB-CP-0441,CASE-0295,PERSON-0589,SUSPECT
ROB-CP-0442,CASE-0295,PERSON-0248,SUSPECT
ROB-CP-0443,CASE-0739,PERSON-0088,SUSPECT
ROB-CP-0444,CASE-0739,PERSON-0537,SUSPECT
ROB-CP-0445,CASE-0042,PERSON-0520,SUSPECT
ROB-CP-0446,CASE-0042,PERSON-0568,SUSPECT
ROB-CP-0447,CASE-0732,PERSON-0766,SUSPECT
ROB-CP-0448,CASE-0732,PERSON-0017,SUSPECT
ROB-CP-0449,CASE-0681,PERSON-0791,SUSPECT
ROB-CP-0450,CASE-0681,PERSON-0596,SUSPECT
ROB-CP-0451,CASE-0981,PERSON-0702,SUSPECT
ROB-CP-0452,CASE-0981,PERSON-0476,SUSPECT
ROB-CP-0453,CASE-0090,PERSON-0301,SUSPECT
ROB-CP-0454,CASE-0090,PERSON-0207,SUSPECT
ROB-CP-0455,CASE-0970,PERSON-0835,SUSPECT
ROB-CP-0456,CASE-0970,PERSON-0557,SUSPECT
ROB-CP-0457,CASE-0560,PERSON-0672,SUSPECT
ROB-CP-0458,CASE-0560,PERSON-0340,SUSPECT
ROB-CP-0459,CASE-0695,PERSON-0980,SUSPECT
ROB-CP-0460,CASE-0695,PERSON-0396,SUSPECT
ROB-CP-0461,CASE-0870,PERSON-0085,SUSPECT
ROB-CP-0462,CASE-0870,PERSON-0745,SUSPECT
ROB-CP-0463,CASE-0606,PERSON-0082,SUSPECT
ROB-CP-0464,CASE-0606,PERSON-0336,SUSPECT
ROB-CP-0465,CASE-0723,PERSON-0745,SUSPECT
ROB-CP-0466,CASE-0723,PERSON-0891,SUSPECT
ROB-CP-0467,CASE-0832,PERSON-0077,SUSPECT
ROB-CP-0468,CASE-0832,PERSON-0688,SUSPECT
ROB-CP-0469,CASE-0898,PERSON-0623,SUSPECT
ROB-CP-0470,CASE-0898,PERSON-0695,SUSPECT
ROB-CP-0471,CASE-1162,PERSON-0393,SUSPECT
ROB-CP-0472,CASE-1162,PERSON-0973,SUSPECT
ROB-CP-0473,CASE-0158,PERSON-0381,SUSPECT
ROB-CP-0474,CASE-0158,PERSON-0455,SUSPECT
ROB-CP-0475,CASE-0382,PERSON-0117,SUSPECT
ROB-CP-0476,CASE-0382,PERSON-0027,SUSPECT
ROB-CP-0477,CASE-0585,PERSON-0220,SUSPECT
ROB-CP-0478,CASE-0585,PERSON-0627,SUSPECT
ROB-CP-0479,CASE-0912,PERSON-0463,SUSPECT
ROB-CP-0480,CASE-0912,PERSON-0177,SUSPECT
ROB-CP-0481,CASE-0133,PERSON-0684,SUSPECT
ROB-CP-0482,CASE-0133,PERSON-0356,SUSPECT
ROB-CP-0483,CASE-0357,PERSON-0950,SUSPECT
ROB-CP-0484,CASE-0357,PERSON-0718,SUSPECT
ROB-CP-0485,CASE-0054,PERSON-0810,SUSPECT
ROB-CP-0486,CASE-0054,PERSON-0506,SUSPECT
ROB-CP-0487,CASE-0135,PERSON-0906,SUSPECT
ROB-CP-0488,CASE-0135,PERSON-0089,SUSPECT
ROB-CP-0489,CASE-0152,PERSON-0844,SUSPECT
ROB-CP-0490,CASE-0152,PERSON-0589,SUSPECT
ROB-CP-0491,CASE-0706,PERSON-0697,SUSPECT
ROB-CP-0492,CASE-0706,PERSON-0530,SUSPECT
ROB-CP-0493,CASE-0265,PERSON-0187,SUSPECT
ROB-CP-0494,CASE-0265,PERSON-0787,SUSPECT
ROB-CP-0495,CASE-0332,PERSON-0312,SUSPECT
ROB-CP-0496,CASE-0332,PERSON-0169,SUSPECT
ROB-CP-0497,CASE-0162,PERSON-0291,SUSPECT
ROB-CP-0498,CASE-0162,PERSON-0867,SUSPECT
ROB-CP-0499,CASE-0346,PERSON-0096,SUSPECT
ROB-CP-0500,CASE-0346,PERSON-0515,SUSPECT
ROB-CP-0501,CASE-0324,PERSON-0706,WITNESS
ROB-CP-0502,CASE-0324,PERSON-0062,SUSPECT
ROB-CP-0503,CASE-0992,PERSON-0451,WITNESS
ROB-CP-0504,CASE-0992,PERSON-0426,SUSPECT
ROB-CP-0505,CASE-0697,PERSON-0476,WITNESS
ROB-CP-0506,CASE-0697,PERSON-0209,SUSPECT
ROB-CP-0507,CASE-0641,PERSON-0622,WITNESS
ROB-CP-0508,CASE-0641,PERSON-0148,SUSPECT
ROB-CP-0509,CASE-0654,PERSON-0883,WITNESS
ROB-CP-0510,CASE-0654,PERSON-0736,SUSPECT
ROB-CP-0511,CASE-0708,PERSON-0752,WITNESS
ROB-CP-0512,CASE-0708,PERSON-0882,SUSPECT
ROB-CP-0513,CASE-0268,PERSON-0999,WITNESS
ROB-CP-0514,CASE-0268,PERSON-0409,SUSPECT
ROB-CP-0515,CASE-1055,PERSON-0779,WITNESS
ROB-CP-0516,CASE-1055,PERSON-0380,SUSPECT
ROB-CP-0517,CASE-0654,PERSON-0576,WITNESS
ROB-CP-0518,CASE-0654,PERSON-0109,SUSPECT
ROB-CP-0519,CASE-0251,PERSON-0248,WITNESS
ROB-CP-0520,CASE-0251,PERSON-0478,SUSPECT
ROB-CP-0521,CASE-0508,PERSON-0274,WITNESS
ROB-CP-0522,CASE-0508,PERSON-0461,SUSPECT
ROB-CP-0523,CASE-0104,PERSON-0145,WITNESS
ROB-CP-0524,CASE-0104,PERSON-0100,SUSPECT
ROB-CP-0525,CASE-0787,PERSON-0298,WITNESS
ROB-CP-0526,CASE-0787,PERSON-0969,SUSPECT
ROB-CP-0527,CASE-0857,PERSON-0885,WITNESS
ROB-CP-0528,CASE-0857,PERSON-0631,SUSPECT
ROB-CP-0529,CASE-0328,PERSON-0255,WITNESS
ROB-CP-0530,CASE-0328,PERSON-0986,SUSPECT
ROB-CP-0531,CASE-1184,PERSON-0834,WITNESS
ROB-CP-0532,CASE-1184,PERSON-0336,SUSPECT
ROB-CP-0533,CASE-0389,PERSON-0739,WITNESS
ROB-CP-0534,CASE-0389,PERSON-0321,SUSPECT
ROB-CP-0535,CASE-1021,PERSON-0782,WITNESS
ROB-CP-0536,CASE-1021,PERSON-0164,SUSPECT
ROB-CP-0537,CASE-1022,PERSON-0528,WITNESS
ROB-CP-0538,CASE-1022,PERSON-0479,SUSPECT
ROB-CP-0539,CASE-1019,PERSON-0901,WITNESS
ROB-CP-0540,CASE-1019,PERSON-0316,SUSPECT
ROB-CP-0541,CASE-0806,PERSON-0024,WITNESS
ROB-CP-0542,CASE-0806,PERSON-0093,SUSPECT
ROB-CP-0543,CASE-0494,PERSON-0518,WITNESS
ROB-CP-0544,CASE-0494,PERSON-0469,SUSPECT
ROB-CP-0545,CASE-0723,PERSON-0221,WITNESS
ROB-CP-0546,CASE-0723,PERSON-0598,SUSPECT
ROB-CP-0547,CASE-0577,PERSON-0050,WITNESS
ROB-CP-0548,CASE-0577,PERSON-0052,SUSPECT
ROB-CP-0549,CASE-0964,PERSON-0507,WITNESS
ROB-CP-0550,CASE-0964,PERSON-0612,SUSPECT
ROB-CP-0551,CASE-0017,PERSON-0293,WITNESS
ROB-CP-0552,CASE-0017,PERSON-0550,SUSPECT
ROB-CP-0553,CASE-0883,PERSON-0868,WITNESS
ROB-CP-0554,CASE-0883,PERSON-0111,SUSPECT
ROB-CP-0555,CASE-0542,PERSON-0138,WITNESS
ROB-CP-0556,CASE-0542,PERSON-0904,SUSPECT
ROB-CP-0557,CASE-0826,PERSON-0745,WITNESS
ROB-CP-0558,CASE-0826,PERSON-0375,SUSPECT
ROB-CP-0559,CASE-0821,PERSON-0375,WITNESS
ROB-CP-0560,CASE-0821,PERSON-0047,SUSPECT
ROB-CP-0561,CASE-0001,PERSON-0952,CIVIL_COMPLAINANT
ROB-CP-0562,CASE-0001,PERSON-0162,SUSPECT
ROB-CP-0563,CASE-0002,PERSON-0952,CIVIL_COMPLAINANT
ROB-CP-0564,CASE-0002,PERSON-0162,SUSPECT
ROB-CP-0565,CASE-0001,PERSON-0417,CIVIL_COMPLAINANT
ROB-CP-0566,CASE-0001,PERSON-0669,SUSPECT
ROB-CP-0567,CASE-0002,PERSON-0417,CIVIL_COMPLAINANT
ROB-CP-0568,CASE-0002,PERSON-0669,SUSPECT
ROB-CP-0569,CASE-0001,PERSON-0958,CIVIL_COMPLAINANT
ROB-CP-0570,CASE-0001,PERSON-0902,SUSPECT
ROB-CP-0571,CASE-0002,PERSON-0958,CIVIL_COMPLAINANT
ROB-CP-0572,CASE-0002,PERSON-0902,SUSPECT
ROB-CP-0573,CASE-0001,PERSON-0900,CIVIL_COMPLAINANT
ROB-CP-0574,CASE-0001,PERSON-0488,SUSPECT
ROB-CP-0575,CASE-0002,PERSON-0900,CIVIL_COMPLAINANT
ROB-CP-0576,CASE-0002,PERSON-0488,SUSPECT
ROB-CP-0577,CASE-0001,PERSON-0489,CIVIL_COMPLAINANT
ROB-CP-0578,CASE-0001,PERSON-0667,SUSPECT
ROB-CP-0579,CASE-0002,PERSON-0489,CIVIL_COMPLAINANT
ROB-CP-0580,CASE-0002,PERSON-0667,SUSPECT
ROB-CP-0581,CASE-0001,PERSON-0205,CIVIL_COMPLAINANT
ROB-CP-0582,CASE-0001,PERSON-0775,SUSPECT
ROB-CP-0583,CASE-0002,PERSON-0205,CIVIL_COMPLAINANT
ROB-CP-0584,CASE-0002,PERSON-0775,SUSPECT
ROB-CP-0585,CASE-0001,PERSON-0988,CIVIL_COMPLAINANT
ROB-CP-0586,CASE-0001,PERSON-0295,SUSPECT
ROB-CP-0587,CASE-0002,PERSON-0988,CIVIL_COMPLAINANT
ROB-CP-0588,CASE-0002,PERSON-0295,SUSPECT
ROB-CP-0589,CASE-0001,PERSON-0329,CIVIL_COMPLAINANT
ROB-CP-0590,CASE-0001,PERSON-0293,SUSPECT
ROB-CP-0591,CASE-0002,PERSON-0329,CIVIL_COMPLAINANT
ROB-CP-0592,CASE-0002,PERSON-0293,SUSPECT
ROB-CP-0593,CASE-0001,PERSON-0662,CIVIL_COMPLAINANT
ROB-CP-0594,CASE-0001,PERSON-0061,SUSPECT
ROB-CP-0595,CASE-0002,PERSON-0662,CIVIL_COMPLAINANT
ROB-CP-0596,CASE-0002,PERSON-0061,SUSPECT
ROB-CP-0597,CASE-0001,PERSON-0930,CIVIL_COMPLAINANT
ROB-CP-0598,CASE-0001,PERSON-0788,SUSPECT
ROB-CP-0599,CASE-0002,PERSON-0930,CIVIL_COMPLAINANT
ROB-CP-0600,CASE-0002,PERSON-0788,SUSPECT
ROB-CP-0601,CASE-0001,PERSON-0092,CIVIL_COMPLAINANT
ROB-CP-0602,CASE-0001,PERSON-0668,SUSPECT
ROB-CP-0603,CASE-0002,PERSON-0092,CIVIL_COMPLAINANT
ROB-CP-0604,CASE-0002,PERSON-0668,SUSPECT
ROB-CP-0605,CASE-0001,PERSON-0588,CIVIL_COMPLAINANT
ROB-CP-0606,CASE-0001,PERSON-0238,SUSPECT
ROB-CP-0607,CASE-0002,PERSON-0588,CIVIL_COMPLAINANT
ROB-CP-0608,CASE-0002,PERSON-0238,SUSPECT
ROB-CP-0609,CASE-0001,PERSON-0548,CIVIL_COMPLAINANT
ROB-CP-0610,CASE-0001,PERSON-0757,SUSPECT
ROB-CP-0611,CASE-0002,PERSON-0548,CIVIL_COMPLAINANT
ROB-CP-0612,CASE-0002,PERSON-0757,SUSPECT
ROB-CP-0613,CASE-0001,PERSON-0741,CIVIL_COMPLAINANT
ROB-CP-0614,CASE-0001,PERSON-0871,SUSPECT
ROB-CP-0615,CASE-0002,PERSON-0741,CIVIL_COMPLAINANT
ROB-CP-0616,CASE-0002,PERSON-0871,SUSPECT
ROB-CP-0617,CASE-0001,PERSON-0960,CIVIL_COMPLAINANT
ROB-CP-0618,CASE-0001,PERSON-0039,SUSPECT
ROB-CP-0619,CASE-0002,PERSON-0960,CIVIL_COMPLAINANT
ROB-CP-0620,CASE-0002,PERSON-0039,SUSPECT
ROB-CP-0621,CASE-0001,PERSON-0936,CIVIL_COMPLAINANT
ROB-CP-0622,CASE-0001,PERSON-0944,SUSPECT
ROB-CP-0623,CASE-0002,PERSON-0936,CIVIL_COMPLAINANT
ROB-CP-0624,CASE-0002,PERSON-0944,SUSPECT
ROB-CP-0625,CASE-0001,PERSON-0180,CIVIL_COMPLAINANT
ROB-CP-0626,CASE-0001,PERSON-0428,SUSPECT
ROB-CP-0627,CASE-0002,PERSON-0180,CIVIL_COMPLAINANT
ROB-CP-0628,CASE-0002,PERSON-0428,SUSPECT
ROB-CP-0629,CASE-0001,PERSON-0904,CIVIL_COMPLAINANT
ROB-CP-0630,CASE-0001,PERSON-0858,SUSPECT
ROB-CP-0631,CASE-0002,PERSON-0904,CIVIL_COMPLAINANT
ROB-CP-0632,CASE-0002,PERSON-0858,SUSPECT
ROB-CP-0633,CASE-0001,PERSON-0181,CIVIL_COMPLAINANT
ROB-CP-0634,CASE-0001,PERSON-0957,SUSPECT
ROB-CP-0635,CASE-0002,PERSON-0181,CIVIL_COMPLAINANT
ROB-CP-0636,CASE-0002,PERSON-0957,SUSPECT
ROB-CP-0637,CASE-0001,PERSON-0942,CIVIL_COMPLAINANT
ROB-CP-0638,CASE-0001,PERSON-0038,SUSPECT
ROB-CP-0639,CASE-0002,PERSON-0942,CIVIL_COMPLAINANT
ROB-CP-0640,CASE-0002,PERSON-0038,SUSPECT
ROB-CP-0641,CASE-1036,PERSON-0849,SUSPECT
ROB-CP-0642,CASE-0415,PERSON-0561,SUSPECT
ROB-CP-0643,CASE-0307,PERSON-0587,SUSPECT
ROB-CP-0644,CASE-0337,PERSON-0550,SUSPECT
ROB-CP-0645,CASE-1066,PERSON-0336,SUSPECT
ROB-CP-0646,CASE-0905,PERSON-0875,SUSPECT
ROB-CP-0647,CASE-0421,PERSON-0120,SUSPECT
ROB-CP-0648,CASE-1195,PERSON-0697,SUSPECT
ROB-CP-0649,CASE-1046,PERSON-0501,SUSPECT
ROB-CP-0650,CASE-0913,PERSON-0094,SUSPECT
ROB-CP-0651,CASE-0929,PERSON-0829,SUSPECT
ROB-CP-0652,CASE-0271,PERSON-0057,SUSPECT
ROB-CP-0653,CASE-0936,PERSON-0526,SUSPECT
ROB-CP-0654,CASE-1155,PERSON-0426,SUSPECT
ROB-CP-0655,CASE-0947,PERSON-0060,SUSPECT
ROB-CP-0656,CASE-0632,PERSON-0573,SUSPECT
ROB-CP-0657,CASE-0811,PERSON-0741,SUSPECT
ROB-CP-0658,CASE-0522,PERSON-0023,SUSPECT
ROB-CP-0659,CASE-0447,PERSON-0837,SUSPECT
ROB-CP-0660,CASE-1185,PERSON-0004,SUSPECT
ROB-CP-0661,CASE-0868,PERSON-0075,SUSPECT
ROB-CP-0662,CASE-0706,PERSON-0047,SUSPECT
ROB-CP-0663,CASE-1109,PERSON-0718,SUSPECT
ROB-CP-0664,CASE-0124,PERSON-0066,SUSPECT
ROB-CP-0665,CASE-0142,PERSON-0958,SUSPECT
ROB-CP-0666,CASE-0967,PERSON-0916,SUSPECT
ROB-CP-0667,CASE-0838,PERSON-0033,SUSPECT
ROB-CP-0668,CASE-0369,PERSON-0294,SUSPECT
ROB-CP-0669,CASE-0861,PERSON-0788,SUSPECT
ROB-CP-0670,CASE-0767,PERSON-0139,SUSPECT
