comm_id,case_id,description,duration
ROB-COMM-0296,CASE-0157,PERSON-0798 contacted PERSON-0173 regarding coordination.,190
ROB-COMM-0297,CASE-0720,PERSON-0795 contacted PERSON-0358 regarding coordination.,246
ROB-COMM-0298,CASE-0525,PERSON-0106 contacted PERSON-0150 regarding coordination.,110
ROB-COMM-0299,CASE-0525,PERSON-0150 contacted PERSON-0106 to confirm receipt.,84
ROB-COMM-0300,CASE-1012,PERSON-0182 contacted PERSON-0975 regarding coordination.,178
ROB-COMM-0301,CASE-1157,PERSON-0947 contacted PERSON-0904 regarding coordination.,224
ROB-COMM-0302,CASE-0310,PERSON-0643 contacted PERSON-0324 regarding coordination.,172
ROB-COMM-0303,CASE-0310,PERSON-0324 contacted PERSON-0643 to confirm receipt.,158
ROB-COMM-0304,CASE-0721,PERSON-0606 contacted PERSON-0058 regarding coordination.,189
ROB-COMM-0305,CASE-0721,PERSON-0058 contacted PERSON-0606 to confirm receipt.,163
ROB-COMM-0306,CASE-0185,PERSON-0079 contacted PERSON-0661 regarding coordination.,217
ROB-COMM-0307,CASE-0185,PERSON-0661 contacted PERSON-0079 to confirm receipt.,143
ROB-COMM-0308,CASE-0922,PERSON-0918 contacted PERSON-0043 regarding coordination.,292
ROB-COMM-0309,CASE-0309,PERSON-0488 contacted PERSON-0514 regarding coordination.,75
ROB-COMM-0310,CASE-0309,PERSON-0514 contacted PERSON-0488 to confirm receipt.,132
ROB-COMM-0311,CASE-0081,PERSON-0662 contacted PERSON-0177 regarding coordination.,123
ROB-COMM-0312,CASE-0746,PERSON-0625 contacted PERSON-0163 regarding coordination.,155
ROB-COMM-0313,CASE-0686,PERSON-0054 contacted PERSON-0809 regarding coordination.,76
ROB-COMM-0314,CASE-0686,PERSON-0809 contacted PERSON-0054 to confirm receipt.,187
ROB-COMM-0315,CASE-1235,PERSON-0742 contacted PERSON-0873 regarding coordination.,283
ROB-COMM-0316,CASE-1235,PERSON-0873 contacted PERSON-0742 to confirm receipt.,65
ROB-COMM-0317,CASE-0803,PERSON-0359 contacted PERSON-0318 regarding coordination.,93
ROB-COMM-0318,CASE-0803,PERSON-0318 contacted PERSON-0359 to confirm receipt.,66
ROB-COMM-0319,CASE-1079,PERSON-0833 contacted PERSON-0131 regarding coordination.,83
ROB-COMM-0320,CASE-0439,PERSON-0185 contacted PERSON-0974 regarding coordination.,147
ROB-COMM-0321,CASE-0208,PERSON-0080 contacted PERSON-0303 regarding coordination.,189
ROB-COMM-0322,CASE-0690,PERSON-0039 contacted PERSON-0678 regarding coordination.,284
ROB-COMM-0323,CASE-0340,PERSON-0852 contacted PERSON-0710 regarding coordination.,244
ROB-COMM-0324,CASE-0340,PERSON-0710 contacted PERSON-0852 to confirm receipt.,150
ROB-COMM-0325,CASE-0920,PERSON-0626 contacted PERSON-0292 regarding coordination.,119
ROB-COMM-0326,CASE-0920,PERSON-0292 contacted PERSON-0626 to confirm receipt.,124
ROB-COMM-0327,CASE-0398,PERSON-0926 contacted PERSON-0856 regarding coordination.,154
ROB-COMM-0328,CASE-0783,PERSON-0788 contacted PERSON-0289 regarding coordination.,188
ROB-COMM-0329,CASE-0783,PERSON-0289 contacted PERSON-0788 to confirm receipt.,86
ROB-COMM-0330,CASE-0513,PERSON-0142 contacted PERSON-0894 regarding coordination.,73
ROB-COMM-0331,CASE-1057,PERSON-0106 contacted PERSON-0729 regarding coordination.,277
ROB-COMM-0332,CASE-1057,PERSON-0729 contacted PERSON-0106 to confirm receipt.,66
ROB-COMM-0333,CASE-0302,PERSON-0928 contacted PERSON-0526 regarding coordination.,272
ROB-COMM-0334,CASE-0302,PERSON-0526 contacted PERSON-0928 to confirm receipt.,101
ROB-COMM-0335,CASE-0850,PERSON-0953 contacted PERSON-0028 regarding coordination.,73
ROB-COMM-0336,CASE-0850,PERSON-0028 contacted PERSON-0953 to confirm receipt.,140
ROB-COMM-0337,CASE-0203,PERSON-0029 contacted PERSON-0327 regarding coordination.,274
ROB-COMM-0338,CASE-0968,PERSON-0940 contacted PERSON-0850 regarding coordination.,238
ROB-COMM-0339,CASE-0163,PERSON-0631 contacted PERSON-0006 regarding coordination.,64
ROB-COMM-0340,CASE-0163,PERSON-0006 contacted PERSON-0631 to confirm receipt.,83
ROB-COMM-0341,CASE-0228,PERSON-0541 contacted PERSON-0434 regarding coordination.,258
ROB-COMM-0342,CASE-0228,PERSON-0434 contacted PERSON-0541 to confirm receipt.,122
ROB-COMM-0343,CASE-0129,PERSON-0638 contacted PERSON-0469 regarding coordination.,88
ROB-COMM-0344,CASE-0295,PERSON-0589 contacted PERSON-0248 regarding coordination.,134
ROB-COMM-0345,CASE-0295,PERSON-0248 contacted PERSON-0589 to confirm receipt.,135
ROB-COMM-0346,CASE-0739,PERSON-0088 contacted PERSON-0537 regarding coordination.,77
ROB-COMM-0347,CASE-0042,PERSON-0520 contacted PERSON-0568 regarding coordination.,159
ROB-COMM-0348,CASE-0732,PERSON-0766 contacted PERSON-0017 regarding coordination.,261
ROB-COMM-0349,CASE-0732,PERSON-0017 contacted PERSON-0766 to confirm receipt.,106
ROB-COMM-0350,CASE-0681,PERSON-0791 contacted PERSON-0596 regarding coordination.,94
ROB-COMM-0351,CASE-0681,PERSON-0596 contacted PERSON-0791 to confirm receipt.,184
ROB-COMM-0352,CASE-0981,PERSON-0702 contacted PERSON-0476 regarding coordination.,221
ROB-COMM-0353,CASE-0981,PERSON-0476 contacted PERSON-0702 to confirm receipt.,79
ROB-COMM-0354,CASE-0090,PERSON-0301 contacted PERSON-0207 regarding coordination.,262
ROB-COMM-0355,CASE-0090,PERSON-0207 contacted PERSON-0301 to confirm receipt.,55
ROB-COMM-0356,CASE-0970,PERSON-0835 contacted PERSON-0557 regarding coordination.,124
ROB-COMM-0357,CASE-0970,PERSON-0557 contacted PERSON-0835 to confirm receipt.,93
ROB-COMM-0358,CASE-0560,PERSON-0672 contacted PERSON-0340 regarding coordination.,91
ROB-COMM-0359,CASE-0695,PERSON-0980 contacted PERSON-0396 regarding coordination.,107
ROB-COMM-0360,CASE-0695,PERSON-0396 contacted PERSON-0980 to confirm receipt.,172
ROB-COMM-0361,CASE-0870,PERSON-0085 contacted PERSON-0745 regarding coordination.,80
ROB-COMM-0362,CASE-0870,PERSON-0745 contacted PERSON-0085 to confirm receipt.,91
ROB-COMM-0363,CASE-0606,PERSON-0082 contacted PERSON-0336 regarding coordination.,138
ROB-COMM-0364,CASE-0606,PERSON-0336 contacted PERSON-0082 to confirm receipt.,154
ROB-COMM-0365,CASE-0723,PERSON-0745 contacted PERSON-0891 regarding coordination.,217
ROB-COMM-0366,CASE-0832,PERSON-0077 contacted PERSON-0688 regarding coordination.,153
ROB-COMM-0367,CASE-0832,PERSON-0688 contacted PERSON-0077 to confirm receipt.,85
ROB-COMM-0368,CASE-0898,PERSON-0623 contacted PERSON-0695 regarding coordination.,68
ROB-COMM-0369,CASE-0898,PERSON-0695 contacted PERSON-0623 to confirm receipt.,105
ROB-COMM-0370,CASE-1162,PERSON-0393 contacted PERSON-0973 regarding coordination.,68
ROB-COMM-0371,CASE-0158,PERSON-0381 contacted PERSON-0455 regarding coordination.,206
ROB-COMM-0372,CASE-0158,PERSON-0455 contacted PERSON-0381 to confirm receipt.,138
ROB-COMM-0373,CASE-0382,PERSON-0117 contacted PERSON-0027 regarding coordination.,187
ROB-COMM-0374,CASE-0382,PERSON-0027 contacted PERSON-0117 to confirm receipt.,188
ROB-COMM-0375,CASE-0585,PERSON-0220 contacted PERSON-0627 regarding coordination.,237
ROB-COMM-0376,CASE-0912,PERSON-0463 contacted PERSON-0177 regarding coordination.,82
ROB-COMM-0377,CASE-0133,PERSON-0684 contacted PERSON-0356 regarding coordination.,200
ROB-COMM-0378,CASE-0133,PERSON-0356 contacted PERSON-0684 to confirm receipt.,121
ROB-COMM-0379,CASE-0357,PERSON-0950 contacted PERSON-0718 regarding coordination.,263
ROB-COMM-0380,CASE-0357,PERSON-0718 contacted PERSON-0950 to confirm receipt.,102
ROB-COMM-0381,CASE-0054,PERSON-0810 contacted PERSON-0506 regarding coordination.,152
ROB-COMM-0382,CASE-0054,PERSON-0506 contacted PERSON-0810 to confirm receipt.,139
ROB-COMM-0383,CASE-0135,PERSON-0906 contacted PERSON-0089 regarding coordination.,139
ROB-COMM-0384,CASE-0135,PERSON-0089 contacted PERSON-0906 to confirm receipt.,167
ROB-COMM-0385,CASE-0152,PERSON-0844 contacted PERSON-0589 regarding coordination.,92
ROB-COMM-0386,CASE-0706,PERSON-0697 contacted PERSON-0530 regarding coordination.,92
ROB-COMM-0387,CASE-0265,PERSON-0187 contacted PERSON-0787 regarding coordination.,170
ROB-COMM-0388,CASE-0265,PERSON-0787 contacted PERSON-0187 to confirm receipt.,59
ROB-COMM-0389,CASE-0332,PERSON-0312 contacted PERSON-0169 regarding coordination.,142
ROB-COMM-0390,CASE-0162,PERSON-0291 contacted PERSON-0867 regarding coordination.,124
ROB-COMM-0391,CASE-0162,PERSON-0867 contacted PERSON-0291 to confirm receipt.,186
ROB-COMM-0392,CASE-0346,PERSON-0096 contacted PERSON-0515 regarding coordination.,211
ROB-COMM-0393,CASE-1151,PERSON-0053 contacted PERSON-0584 once (misdial / wrong number).,4
ROB-COMM-0394,CASE-1134,PERSON-0200 contacted PERSON-0372 once (misdial / wrong number).,4
ROB-COMM-0395,CASE-0792,PERSON-0296 contacted PERSON-0076 once (misdial / wrong number).,4
ROB-COMM-0396,CASE-1127,PERSON-0517 contacted PERSON-0462 once (misdial / wrong number).,4
ROB-COMM-0397,CASE-0244,PERSON-0287 contacted PERSON-0846 once (misdial / wrong number).,4
ROB-COMM-0398,CASE-0199,PERSON-0132 contacted PERSON-0999 once (misdial / wrong number).,4
ROB-COMM-0399,CASE-0695,PERSON-0404 contacted PERSON-0383 once (misdial / wrong number).,4
ROB-COMM-0400,CASE-0749,PERSON-0572 contacted PERSON-0962 once (misdial / wrong number).,4
ROB-COMM-0401,CASE-0408,PERSON-0774 contacted PERSON-0148 once (misdial / wrong number).,4
ROB-COMM-0402,CASE-0823,PERSON-0617 contacted PERSON-0522 once (misdial / wrong number).,4
ROB-COMM-0403,CASE-0093,PERSON-0513 contacted PERSON-0042 once (misdial / wrong number).,4
ROB-COMM-0404,CASE-0683,PERSON-0040 contacted PERSON-0141 once (misdial / wrong number).,4
ROB-COMM-0405,CASE-1064,PERSON-0824 contacted PERSON-0486 once (misdial / wrong number).,4
ROB-COMM-0406,CASE-1242,PERSON-0468 contacted PERSON-0153 once (misdial / wrong number).,4
ROB-COMM-0407,CASE-0287,PERSON-0915 contacted PERSON-0528 once (misdial / wrong number).,4
ROB-COMM-0408,CASE-0653,PERSON-0336 contacted PERSON-0954 once (misdial / wrong number).,4
ROB-COMM-0409,CASE-0613,PERSON-0167 contacted PERSON-0403 once (misdial / wrong number).,4
ROB-COMM-0410,CASE-1039,PERSON-0608 contacted PERSON-0345 once (misdial / wrong number).,4
ROB-COMM-0411,CASE-1091,PERSON-0849 contacted PERSON-0522 once (misdial / wrong number).,4
ROB-COMM-0412,CASE-1153,PERSON-0502 contacted PERSON-0726 once (misdial / wrong number).,4
ROB-COMM-0413,CASE-0590,PERSON-0298 contacted PERSON-0044 unprompted; unanswered incoming call.,0
ROB-COMM-0414,CASE-0162,PERSON-0979 contacted PERSON-0732 unprompted; unanswered incoming call.,0
ROB-COMM-0415,CASE-0906,PERSON-0355 contacted PERSON-0947 unprompted; unanswered incoming call.,0
ROB-COMM-0416,CASE-0982,PERSON-0672 contacted PERSON-0263 unprompted; unanswered incoming call.,0
ROB-COMM-0417,CASE-1104,PERSON-0220 contacted PERSON-0207 unprompted; unanswered incoming call.,0
ROB-COMM-0418,CASE-1152,PERSON-0278 contacted PERSON-0956 unprompted; unanswered incoming call.,0
ROB-COMM-0419,CASE-0282,PERSON-0713 contacted PERSON-0279 unprompted; unanswered incoming call.,0
ROB-COMM-0420,CASE-1202,PERSON-0112 contacted PERSON-0631 unprompted; unanswered incoming call.,0
ROB-COMM-0421,CASE-0104,PERSON-0246 contacted PERSON-0249 unprompted; unanswered incoming call.,0
ROB-COMM-0422,CASE-1088,PERSON-0686 contacted PERSON-0927 unprompted; unanswered incoming call.,0
ROB-COMM-0423,CASE-0477,PERSON-0232 contacted PERSON-0654 unprompted; unanswered incoming call.,0
ROB-COMM-0424,CASE-0847,PERSON-0054 contacted PERSON-0103 unprompted; unanswered incoming call.,0
ROB-COMM-0425,CASE-0968,PERSON-0339 contacted PERSON-0735 unprompted; unanswered incoming call.,0
ROB-COMM-0426,CASE-0282,PERSON-0103 contacted PERSON-0698 unprompted; unanswered incoming call.,0
ROB-COMM-0427,CASE-1128,PERSON-0006 contacted PERSON-0988 unprompted; unanswered incoming call.,0
ROB-COMM-0428,CASE-1015,PERSON-0857 contacted PERSON-0407 inquiring about apartment rent.,18
ROB-COMM-0429,CASE-0593,PERSON-0191 contacted PERSON-0960 inquiring about apartment rent.,18
ROB-COMM-0430,CASE-0019,PERSON-0898 contacted PERSON-0039 inquiring about apartment rent.,18
ROB-COMM-0431,CASE-1235,PERSON-0306 contacted PERSON-0582 inquiring about apartment rent.,18
ROB-COMM-0432,CASE-0687,PERSON-0110 contacted PERSON-0951 inquiring about apartment rent.,18
ROB-COMM-0433,CASE-1113,PERSON-0292 contacted PERSON-0466 inquiring about apartment rent.,18
ROB-COMM-0434,CASE-0275,PERSON-0537 contacted PERSON-0506 inquiring about apartment rent.,18
ROB-COMM-0435,CASE-0959,PERSON-0872 contacted PERSON-0517 inquiring about apartment rent.,18
ROB-COMM-0436,CASE-0231,PERSON-0280 contacted PERSON-0198 inquiring about apartment rent.,18
ROB-COMM-0437,CASE-0940,PERSON-0339 contacted PERSON-0167 inquiring about apartment rent.,18
ROB-COMM-0438,CASE-0382,PERSON-0664 contacted PERSON-0264 inquiring about apartment rent.,18
ROB-COMM-0439,CASE-0691,PERSON-0015 contacted PERSON-0755 inquiring about apartment rent.,18
ROB-COMM-0440,CASE-1163,PERSON-0810 contacted PERSON-0303 inquiring about apartment rent.,18
ROB-COMM-0441,CASE-0396,PERSON-0691 contacted PERSON-0776 inquiring about apartment rent.,18
ROB-COMM-0442,CASE-0831,PERSON-0180 contacted PERSON-0626 inquiring about apartment rent.,18
ROB-COMM-0443,CASE-1056,PERSON-0847 contacted PERSON-0438 regarding taxi service.,45
ROB-COMM-0444,CASE-0821,PERSON-0336 contacted PERSON-0089 regarding taxi service.,45
ROB-COMM-0445,CASE-0379,PERSON-0686 contacted PERSON-0098 regarding taxi service.,45
ROB-COMM-0446,CASE-0663,PERSON-0144 contacted PERSON-0489 regarding taxi service.,45
ROB-COMM-0447,CASE-0014,PERSON-0959 contacted PERSON-0255 regarding taxi service.,45
ROB-COMM-0448,CASE-0483,PERSON-0268 contacted PERSON-0393 regarding taxi service.,45
ROB-COMM-0449,CASE-0547,PERSON-0458 contacted PERSON-0772 regarding taxi service.,45
ROB-COMM-0450,CASE-0619,PERSON-0977 contacted PERSON-0338 regarding taxi service.,45
ROB-COMM-0451,CASE-1174,PERSON-0597 contacted PERSON-0741 regarding taxi service.,45
ROB-COMM-0452,CASE-0737,PERSON-0012 contacted PERSON-0268 regarding taxi service.,45
ROB-COMM-0453,CASE-0128,PERSON-0710 contacted PERSON-0242 regarding taxi service.,45
ROB-COMM-0454,CASE-0954,PERSON-0684 contacted PERSON-0122 regarding taxi service.,45
ROB-COMM-0455,CASE-0831,PERSON-0315 contacted PERSON-0164 regarding taxi service.,45
ROB-COMM-0456,CASE-0637,PERSON-0703 contacted PERSON-0515 regarding taxi service.,45
ROB-COMM-0457,CASE-0605,PERSON-0707 contacted PERSON-0121 regarding taxi service.,45
ROB-COMM-0458,CASE-0138,PERSON-0247 contacted PERSON-0212 regarding dispute.,30
ROB-COMM-0459,CASE-0069,PERSON-0104 contacted PERSON-0609 regarding dispute.,30
ROB-COMM-0460,CASE-0100,PERSON-0458 contacted PERSON-0613 regarding dispute.,30
ROB-COMM-0461,CASE-0091,PERSON-0251 contacted PERSON-0759 regarding dispute.,30
ROB-COMM-0462,CASE-0480,PERSON-0412 contacted PERSON-0450 regarding dispute.,30
ROB-COMM-0463,CASE-0116,PERSON-0553 contacted PERSON-0223 regarding dispute.,30
ROB-COMM-0464,CASE-0593,PERSON-0144 contacted PERSON-0516 regarding dispute.,30
ROB-COMM-0465,CASE-1180,PERSON-0240 contacted PERSON-0836 regarding dispute.,30
ROB-COMM-0466,CASE-1225,PERSON-0327 contacted PERSON-0592 regarding dispute.,30
ROB-COMM-0467,CASE-0657,PERSON-0792 contacted PERSON-0689 regarding dispute.,30
ROB-COMM-0468,CASE-0294,PERSON-0243 contacted PERSON-0310 regarding dispute.,30
ROB-COMM-0469,CASE-0453,PERSON-0677 contacted PERSON-0534 regarding dispute.,30
ROB-COMM-0470,CASE-0564,PERSON-0424 contacted PERSON-0308 regarding dispute.,30
ROB-COMM-0471,CASE-1212,PERSON-0063 contacted PERSON-0571 regarding dispute.,30
ROB-COMM-0472,CASE-0359,PERSON-0901 contacted PERSON-0753 regarding dispute.,30
