pair_id,source_entity_id,target_entity_id,relationship_type,case_id,evidence_reference,expected_relationship,scenario
ROB-PAIR-0148,PERSON-0845,PERSON-0967,CONTACTED,CASE-0987,PERSON-0845 contacted PERSON-0967 repeatedly under CASE-0987.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0149,PERSON-0078,PERSON-0145,CONTACTED,CASE-0463,PERSON-0078 contacted PERSON-0145 repeatedly under CASE-0463.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0150,PERSON-0867,PERSON-0824,CONTACTED,CASE-1142,PERSON-0867 contacted PERSON-0824 repeatedly under CASE-1142.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0151,PERSON-0689,PERSON-0767,CONTACTED,CASE-0537,PERSON-0689 contacted PERSON-0767 repeatedly under CASE-0537.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0152,PERSON-0906,PERSON-0966,TRANSFERRED_TO,CASE-1150,PERSON-0906 contacted PERSON-0966 repeatedly under CASE-1150.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0153,PERSON-0932,PERSON-0718,TRANSFERRED_TO,CASE-0619,PERSON-0932 contacted PERSON-0718 repeatedly under CASE-0619.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0154,PERSON-0119,PERSON-0100,TRANSFERRED_TO,CASE-0481,PERSON-0119 contacted PERSON-0100 repeatedly under CASE-0481.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0155,PERSON-0969,PERSON-0554,CONTACTED,CASE-0859,PERSON-0969 contacted PERSON-0554 repeatedly under CASE-0859.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0156,PERSON-0502,PERSON-0631,CONTACTED,CASE-0836,PERSON-0502 contacted PERSON-0631 repeatedly under CASE-0836.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0157,PERSON-0974,PERSON-0242,CONTACTED,CASE-0743,PERSON-0974 contacted PERSON-0242 repeatedly under CASE-0743.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0158,PERSON-0063,PERSON-0408,TRANSFERRED_TO,CASE-0566,PERSON-0063 contacted PERSON-0408 repeatedly under CASE-0566.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0159,PERSON-0094,PERSON-0679,CONTACTED,CASE-0435,PERSON-0094 contacted PERSON-0679 repeatedly under CASE-0435.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0160,PERSON-0342,PERSON-0250,CONTACTED,CASE-0258,PERSON-0342 contacted PERSON-0250 repeatedly under CASE-0258.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0161,PERSON-0601,PERSON-0222,CONTACTED,CASE-0478,PERSON-0601 contacted PERSON-0222 repeatedly under CASE-0478.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0162,PERSON-0284,PERSON-0880,CONTACTED,CASE-0297,PERSON-0284 contacted PERSON-0880 repeatedly under CASE-0297.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0163,PERSON-0367,PERSON-0809,CONTACTED,CASE-0488,PERSON-0367 contacted PERSON-0809 repeatedly under CASE-0488.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0164,PERSON-0117,PERSON-0764,CONTACTED,CASE-0131,PERSON-0117 contacted PERSON-0764 repeatedly under CASE-0131.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0165,PERSON-0516,PERSON-0227,CONTACTED,CASE-0089,PERSON-0516 contacted PERSON-0227 repeatedly under CASE-0089.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0166,PERSON-0470,PERSON-0659,CONTACTED,CASE-0064,PERSON-0470 contacted PERSON-0659 repeatedly under CASE-0064.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0167,PERSON-0111,PERSON-0503,CONTACTED,CASE-0909,PERSON-0111 contacted PERSON-0503 repeatedly under CASE-0909.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0168,PERSON-0640,PERSON-0649,CONTACTED,CASE-1199,PERSON-0640 contacted PERSON-0649 repeatedly under CASE-1199.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0169,PERSON-0518,PERSON-0620,TRANSFERRED_TO,CASE-0882,PERSON-0518 contacted PERSON-0620 repeatedly under CASE-0882.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0170,PERSON-0565,PERSON-0739,CONTACTED,CASE-0441,PERSON-0565 contacted PERSON-0739 repeatedly under CASE-0441.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0171,PERSON-0748,PERSON-0098,TRANSFERRED_TO,CASE-0641,PERSON-0748 contacted PERSON-0098 repeatedly under CASE-0641.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0172,PERSON-0069,PERSON-0094,CONTACTED,CASE-0175,PERSON-0069 contacted PERSON-0094 repeatedly under CASE-0175.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0173,PERSON-0601,PERSON-0980,TRANSFERRED_TO,CASE-1151,PERSON-0601 contacted PERSON-0980 repeatedly under CASE-1151.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0174,PERSON-0434,PERSON-0889,CONTACTED,CASE-0106,PERSON-0434 contacted PERSON-0889 repeatedly under CASE-0106.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0175,PERSON-0673,PERSON-0494,CONTACTED,CASE-0460,PERSON-0673 contacted PERSON-0494 repeatedly under CASE-0460.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0176,PERSON-0827,PERSON-0440,CONTACTED,CASE-1149,PERSON-0827 contacted PERSON-0440 repeatedly under CASE-1149.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0177,PERSON-0027,PERSON-0624,CONTACTED,CASE-0548,PERSON-0027 contacted PERSON-0624 repeatedly under CASE-0548.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0178,PERSON-0186,PERSON-0891,TRANSFERRED_TO,CASE-0294,PERSON-0186 contacted PERSON-0891 repeatedly under CASE-0294.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0179,PERSON-0094,PERSON-0765,TRANSFERRED_TO,CASE-1087,PERSON-0094 contacted PERSON-0765 repeatedly under CASE-1087.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0180,PERSON-0796,PERSON-0965,CONTACTED,CASE-1163,PERSON-0796 contacted PERSON-0965 repeatedly under CASE-1163.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0181,PERSON-0084,PERSON-0279,TRANSFERRED_TO,CASE-0908,PERSON-0084 contacted PERSON-0279 repeatedly under CASE-0908.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0182,PERSON-0117,PERSON-0354,CONTACTED,CASE-0881,PERSON-0117 contacted PERSON-0354 repeatedly under CASE-0881.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0183,PERSON-0405,PERSON-0614,TRANSFERRED_TO,CASE-0113,PERSON-0405 contacted PERSON-0614 repeatedly under CASE-0113.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0184,PERSON-0297,PERSON-0336,TRANSFERRED_TO,CASE-0246,PERSON-0297 contacted PERSON-0336 repeatedly under CASE-0246.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0185,PERSON-0513,PERSON-0573,CONTACTED,CASE-0726,PERSON-0513 contacted PERSON-0573 repeatedly under CASE-0726.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0186,PERSON-0321,PERSON-0590,TRANSFERRED_TO,CASE-0880,PERSON-0321 contacted PERSON-0590 repeatedly under CASE-0880.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0187,PERSON-0176,PERSON-0821,CONTACTED,CASE-0943,PERSON-0176 contacted PERSON-0821 repeatedly under CASE-0943.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0188,PERSON-0447,PERSON-0604,CONTACTED,CASE-0821,PERSON-0447 contacted PERSON-0604 repeatedly under CASE-0821.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0189,PERSON-0798,PERSON-0173,CONTACTED,CASE-0157,PERSON-0798 contacted PERSON-0173 repeatedly under CASE-0157.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0190,PERSON-0795,PERSON-0358,CONTACTED,CASE-0720,PERSON-0795 contacted PERSON-0358 repeatedly under CASE-0720.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0191,PERSON-0106,PERSON-0150,CONTACTED,CASE-0525,PERSON-0106 contacted PERSON-0150 repeatedly under CASE-0525.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0192,PERSON-0182,PERSON-0975,CONTACTED,CASE-1012,PERSON-0182 contacted PERSON-0975 repeatedly under CASE-1012.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0193,PERSON-0947,PERSON-0904,TRANSFERRED_TO,CASE-1157,PERSON-0947 contacted PERSON-0904 repeatedly under CASE-1157.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0194,PERSON-0643,PERSON-0324,TRANSFERRED_TO,CASE-0310,PERSON-0643 contacted PERSON-0324 repeatedly under CASE-0310.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0195,PERSON-0606,PERSON-0058,TRANSFERRED_TO,CASE-0721,PERSON-0606 contacted PERSON-0058 repeatedly under CASE-0721.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0196,PERSON-0079,PERSON-0661,TRANSFERRED_TO,CASE-0185,PERSON-0079 contacted PERSON-0661 repeatedly under CASE-0185.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0197,PERSON-0918,PERSON-0043,CONTACTED,CASE-0922,PERSON-0918 contacted PERSON-0043 repeatedly under CASE-0922.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0198,PERSON-0488,PERSON-0514,CONTACTED,CASE-0309,PERSON-0488 contacted PERSON-0514 repeatedly under CASE-0309.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0199,PERSON-0662,PERSON-0177,CONTACTED,CASE-0081,PERSON-0662 contacted PERSON-0177 repeatedly under CASE-0081.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0200,PERSON-0625,PERSON-0163,CONTACTED,CASE-0746,PERSON-0625 contacted PERSON-0163 repeatedly under CASE-0746.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0201,PERSON-0054,PERSON-0809,CONTACTED,CASE-0686,PERSON-0054 contacted PERSON-0809 repeatedly under CASE-0686.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0202,PERSON-0742,PERSON-0873,CONTACTED,CASE-1235,PERSON-0742 contacted PERSON-0873 repeatedly under CASE-1235.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0203,PERSON-0359,PERSON-0318,TRANSFERRED_TO,CASE-0803,PERSON-0359 contacted PERSON-0318 repeatedly under CASE-0803.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0204,PERSON-0833,PERSON-0131,CONTACTED,CASE-1079,PERSON-0833 contacted PERSON-0131 repeatedly under CASE-1079.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0205,PERSON-0185,PERSON-0974,CONTACTED,CASE-0439,PERSON-0185 contacted PERSON-0974 repeatedly under CASE-0439.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0206,PERSON-0080,PERSON-0303,TRANSFERRED_TO,CASE-0208,PERSON-0080 contacted PERSON-0303 repeatedly under CASE-0208.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0207,PERSON-0039,PERSON-0678,CONTACTED,CASE-0690,PERSON-0039 contacted PERSON-0678 repeatedly under CASE-0690.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0208,PERSON-0852,PERSON-0710,TRANSFERRED_TO,CASE-0340,PERSON-0852 contacted PERSON-0710 repeatedly under CASE-0340.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0209,PERSON-0626,PERSON-0292,TRANSFERRED_TO,CASE-0920,PERSON-0626 contacted PERSON-0292 repeatedly under CASE-0920.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0210,PERSON-0926,PERSON-0856,CONTACTED,CASE-0398,PERSON-0926 contacted PERSON-0856 repeatedly under CASE-0398.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0211,PERSON-0788,PERSON-0289,TRANSFERRED_TO,CASE-0783,PERSON-0788 contacted PERSON-0289 repeatedly under CASE-0783.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0212,PERSON-0142,PERSON-0894,CONTACTED,CASE-0513,PERSON-0142 contacted PERSON-0894 repeatedly under CASE-0513.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0213,PERSON-0106,PERSON-0729,CONTACTED,CASE-1057,PERSON-0106 contacted PERSON-0729 repeatedly under CASE-1057.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0214,PERSON-0928,PERSON-0526,TRANSFERRED_TO,CASE-0302,PERSON-0928 contacted PERSON-0526 repeatedly under CASE-0302.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0215,PERSON-0953,PERSON-0028,CONTACTED,CASE-0850,PERSON-0953 contacted PERSON-0028 repeatedly under CASE-0850.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0216,PERSON-0029,PERSON-0327,CONTACTED,CASE-0203,PERSON-0029 contacted PERSON-0327 repeatedly under CASE-0203.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0217,PERSON-0940,PERSON-0850,CONTACTED,CASE-0968,PERSON-0940 contacted PERSON-0850 repeatedly under CASE-0968.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0218,PERSON-0631,PERSON-0006,TRANSFERRED_TO,CASE-0163,PERSON-0631 contacted PERSON-0006 repeatedly under CASE-0163.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0219,PERSON-0541,PERSON-0434,CONTACTED,CASE-0228,PERSON-0541 contacted PERSON-0434 repeatedly under CASE-0228.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0220,PERSON-0638,PERSON-0469,CONTACTED,CASE-0129,PERSON-0638 contacted PERSON-0469 repeatedly under CASE-0129.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0221,PERSON-0589,PERSON-0248,CONTACTED,CASE-0295,PERSON-0589 contacted PERSON-0248 repeatedly under CASE-0295.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0222,PERSON-0088,PERSON-0537,TRANSFERRED_TO,CASE-0739,PERSON-0088 contacted PERSON-0537 repeatedly under CASE-0739.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0223,PERSON-0520,PERSON-0568,CONTACTED,CASE-0042,PERSON-0520 contacted PERSON-0568 repeatedly under CASE-0042.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0224,PERSON-0766,PERSON-0017,CONTACTED,CASE-0732,PERSON-0766 contacted PERSON-0017 repeatedly under CASE-0732.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0225,PERSON-0791,PERSON-0596,TRANSFERRED_TO,CASE-0681,PERSON-0791 contacted PERSON-0596 repeatedly under CASE-0681.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0226,PERSON-0702,PERSON-0476,CONTACTED,CASE-0981,PERSON-0702 contacted PERSON-0476 repeatedly under CASE-0981.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0227,PERSON-0301,PERSON-0207,CONTACTED,CASE-0090,PERSON-0301 contacted PERSON-0207 repeatedly under CASE-0090.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0228,PERSON-0835,PERSON-0557,CONTACTED,CASE-0970,PERSON-0835 contacted PERSON-0557 repeatedly under CASE-0970.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0229,PERSON-0672,PERSON-0340,CONTACTED,CASE-0560,PERSON-0672 contacted PERSON-0340 repeatedly under CASE-0560.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0230,PERSON-0980,PERSON-0396,CONTACTED,CASE-0695,PERSON-0980 contacted PERSON-0396 repeatedly under CASE-0695.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0231,PERSON-0085,PERSON-0745,CONTACTED,CASE-0870,PERSON-0085 contacted PERSON-0745 repeatedly under CASE-0870.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0232,PERSON-0082,PERSON-0336,CONTACTED,CASE-0606,PERSON-0082 contacted PERSON-0336 repeatedly under CASE-0606.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0233,PERSON-0745,PERSON-0891,TRANSFERRED_TO,CASE-0723,PERSON-0745 contacted PERSON-0891 repeatedly under CASE-0723.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0234,PERSON-0077,PERSON-0688,CONTACTED,CASE-0832,PERSON-0077 contacted PERSON-0688 repeatedly under CASE-0832.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0235,PERSON-0623,PERSON-0695,CONTACTED,CASE-0898,PERSON-0623 contacted PERSON-0695 repeatedly under CASE-0898.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0236,PERSON-0393,PERSON-0973,TRANSFERRED_TO,CASE-1162,PERSON-0393 contacted PERSON-0973 repeatedly under CASE-1162.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0237,PERSON-0381,PERSON-0455,CONTACTED,CASE-0158,PERSON-0381 contacted PERSON-0455 repeatedly under CASE-0158.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0238,PERSON-0117,PERSON-0027,TRANSFERRED_TO,CASE-0382,PERSON-0117 contacted PERSON-0027 repeatedly under CASE-0382.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0239,PERSON-0220,PERSON-0627,TRANSFERRED_TO,CASE-0585,PERSON-0220 contacted PERSON-0627 repeatedly under CASE-0585.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0240,PERSON-0463,PERSON-0177,TRANSFERRED_TO,CASE-0912,PERSON-0463 contacted PERSON-0177 repeatedly under CASE-0912.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0241,PERSON-0684,PERSON-0356,TRANSFERRED_TO,CASE-0133,PERSON-0684 contacted PERSON-0356 repeatedly under CASE-0133.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0242,PERSON-0950,PERSON-0718,CONTACTED,CASE-0357,PERSON-0950 contacted PERSON-0718 repeatedly under CASE-0357.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0243,PERSON-0810,PERSON-0506,CONTACTED,CASE-0054,PERSON-0810 contacted PERSON-0506 repeatedly under CASE-0054.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0244,PERSON-0906,PERSON-0089,TRANSFERRED_TO,CASE-0135,PERSON-0906 contacted PERSON-0089 repeatedly under CASE-0135.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0245,PERSON-0844,PERSON-0589,CONTACTED,CASE-0152,PERSON-0844 contacted PERSON-0589 repeatedly under CASE-0152.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0246,PERSON-0697,PERSON-0530,CONTACTED,CASE-0706,PERSON-0697 contacted PERSON-0530 repeatedly under CASE-0706.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0247,PERSON-0187,PERSON-0787,CONTACTED,CASE-0265,PERSON-0187 contacted PERSON-0787 repeatedly under CASE-0265.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0248,PERSON-0312,PERSON-0169,CONTACTED,CASE-0332,PERSON-0312 contacted PERSON-0169 repeatedly under CASE-0332.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0249,PERSON-0291,PERSON-0867,CONTACTED,CASE-0162,PERSON-0291 contacted PERSON-0867 repeatedly under CASE-0162.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0250,PERSON-0096,PERSON-0515,TRANSFERRED_TO,CASE-0346,PERSON-0096 contacted PERSON-0515 repeatedly under CASE-0346.,1,OPERATIONAL_POSITIVE
ROB-PAIR-0251,PERSON-0001,PERSON-0031,CONTACTED,CASE-1240,Both individuals share surname in area records.,0,SCENARIO_A_SAME_SURNAME
ROB-PAIR-0252,PERSON-0002,PERSON-0028,CONTACTED,CASE-0692,Both individuals share surname in area records.,0,SCENARIO_A_SAME_SURNAME
ROB-PAIR-0253,PERSON-0003,PERSON-0037,CONTACTED,CASE-1155,Both individuals share surname in area records.,0,SCENARIO_A_SAME_SURNAME
ROB-PAIR-0254,PERSON-0004,PERSON-0029,CONTACTED,CASE-0085,Both individuals share surname in area records.,0,SCENARIO_A_SAME_SURNAME
ROB-PAIR-0255,PERSON-0005,PERSON-0084,CONTACTED,CASE-0059,Both individuals share surname in area records.,0,SCENARIO_A_SAME_SURNAME
ROB-PAIR-0256,PERSON-0006,PERSON-0080,CONTACTED,CASE-0167,Both individuals share surname in area records.,0,SCENARIO_A_SAME_SURNAME
ROB-PAIR-0257,PERSON-0007,PERSON-0011,CONTACTED,CASE-0094,Both individuals share surname in area records.,0,SCENARIO_A_SAME_SURNAME
ROB-PAIR-0258,PERSON-0008,PERSON-0115,CONTACTED,CASE-1182,Both individuals share surname in area records.,0,SCENARIO_A_SAME_SURNAME
ROB-PAIR-0259,PERSON-0009,PERSON-0026,CONTACTED,CASE-0543,Both individuals share surname in area records.,0,SCENARIO_A_SAME_SURNAME
ROB-PAIR-0260,PERSON-0010,PERSON-0096,CONTACTED,CASE-0432,Both individuals share surname in area records.,0,SCENARIO_A_SAME_SURNAME
ROB-PAIR-0261,PERSON-0012,PERSON-0043,CONTACTED,CASE-1172,Both individuals share surname in area records.,0,SCENARIO_A_SAME_SURNAME
ROB-PAIR-0262,PERSON-0013,PERSON-0020,CONTACTED,CASE-0854,Both individuals share surname in area records.,0,SCENARIO_A_SAME_SURNAME
ROB-PAIR-0263,PERSON-0014,PERSON-0019,CONTACTED,CASE-0063,Both individuals share surname in area records.,0,SCENARIO_A_SAME_SURNAME
ROB-PAIR-0264,PERSON-0015,PERSON-0024,CONTACTED,CASE-1020,Both individuals share surname in area records.,0,SCENARIO_A_SAME_SURNAME
ROB-PAIR-0265,PERSON-0016,PERSON-0069,CONTACTED,CASE-1118,Both individuals share surname in area records.,0,SCENARIO_A_SAME_SURNAME
ROB-PAIR-0266,PERSON-0017,PERSON-0151,CONTACTED,CASE-0594,Both individuals share surname in area records.,0,SCENARIO_A_SAME_SURNAME
ROB-PAIR-0267,PERSON-0018,PERSON-0049,CONTACTED,CASE-0619,Both individuals share surname in area records.,0,SCENARIO_A_SAME_SURNAME
ROB-PAIR-0268,PERSON-0021,PERSON-0041,CONTACTED,CASE-0990,Both individuals share surname in area records.,0,SCENARIO_A_SAME_SURNAME
ROB-PAIR-0269,PERSON-0022,PERSON-0064,CONTACTED,CASE-0502,Both individuals share surname in area records.,0,SCENARIO_A_SAME_SURNAME
ROB-PAIR-0270,PERSON-0023,PERSON-0142,CONTACTED,CASE-0832,Both individuals share surname in area records.,0,SCENARIO_A_SAME_SURNAME
ROB-PAIR-0271,PERSON-0001,PERSON-0002,CONTACTED,CASE-0610,Both individuals registered residing in Unknown.,0,SCENARIO_B_SAME_LOCALITY
ROB-PAIR-0272,PERSON-0063,PERSON-0064,CONTACTED,CASE-0929,Phonetic and character resemblance in civil registry.,0,SCENARIO_C_SIMILAR_NAME
ROB-PAIR-0273,PERSON-0581,PERSON-0582,CONTACTED,CASE-0150,Phonetic and character resemblance in civil registry.,0,SCENARIO_C_SIMILAR_NAME
ROB-PAIR-0274,PERSON-0706,PERSON-0062,CONTACTED,CASE-0324,Named independently in investigation CASE-0324; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0275,PERSON-0451,PERSON-0426,CONTACTED,CASE-0992,Named independently in investigation CASE-0992; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0276,PERSON-0476,PERSON-0209,CONTACTED,CASE-0697,Named independently in investigation CASE-0697; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0277,PERSON-0622,PERSON-0148,CONTACTED,CASE-0641,Named independently in investigation CASE-0641; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0278,PERSON-0883,PERSON-0736,CONTACTED,CASE-0654,Named independently in investigation CASE-0654; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0279,PERSON-0752,PERSON-0882,CONTACTED,CASE-0708,Named independently in investigation CASE-0708; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0280,PERSON-0999,PERSON-0409,CONTACTED,CASE-0268,Named independently in investigation CASE-0268; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0281,PERSON-0779,PERSON-0380,CONTACTED,CASE-1055,Named independently in investigation CASE-1055; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0282,PERSON-0576,PERSON-0109,CONTACTED,CASE-0654,Named independently in investigation CASE-0654; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0283,PERSON-0248,PERSON-0478,CONTACTED,CASE-0251,Named independently in investigation CASE-0251; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0284,PERSON-0274,PERSON-0461,CONTACTED,CASE-0508,Named independently in investigation CASE-0508; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0285,PERSON-0145,PERSON-0100,CONTACTED,CASE-0104,Named independently in investigation CASE-0104; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0286,PERSON-0298,PERSON-0969,CONTACTED,CASE-0787,Named independently in investigation CASE-0787; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0287,PERSON-0885,PERSON-0631,CONTACTED,CASE-0857,Named independently in investigation CASE-0857; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0288,PERSON-0255,PERSON-0986,CONTACTED,CASE-0328,Named independently in investigation CASE-0328; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0289,PERSON-0834,PERSON-0336,CONTACTED,CASE-1184,Named independently in investigation CASE-1184; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0290,PERSON-0739,PERSON-0321,CONTACTED,CASE-0389,Named independently in investigation CASE-0389; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0291,PERSON-0782,PERSON-0164,CONTACTED,CASE-1021,Named independently in investigation CASE-1021; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0292,PERSON-0528,PERSON-0479,CONTACTED,CASE-1022,Named independently in investigation CASE-1022; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0293,PERSON-0901,PERSON-0316,CONTACTED,CASE-1019,Named independently in investigation CASE-1019; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0294,PERSON-0024,PERSON-0093,CONTACTED,CASE-0806,Named independently in investigation CASE-0806; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0295,PERSON-0518,PERSON-0469,CONTACTED,CASE-0494,Named independently in investigation CASE-0494; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0296,PERSON-0221,PERSON-0598,CONTACTED,CASE-0723,Named independently in investigation CASE-0723; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0297,PERSON-0050,PERSON-0052,CONTACTED,CASE-0577,Named independently in investigation CASE-0577; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
ROB-PAIR-0298,PERSON-0507,PERSON-0612,CONTACTED,CASE-0964,Named independently in investigation CASE-0964; witness and accused.,0,SCENARIO_D_SHARED_CASE_NO_DIRECT_LINK
