cp_id,case_id,person_id,role
ADV-CP-0437,CASE-0251,PERSON-0576,SUSPECT
ADV-CP-0438,CASE-0251,PERSON-0338,SUSPECT
ADV-CP-0439,CASE-0590,PERSON-0739,SUSPECT
ADV-CP-0440,CASE-0590,PERSON-0053,SUSPECT
ADV-CP-0441,CASE-0988,PERSON-0218,SUSPECT
ADV-CP-0442,CASE-0988,PERSON-0159,SUSPECT
ADV-CP-0443,CASE-0236,PERSON-0570,SUSPECT
ADV-CP-0444,CASE-0236,PERSON-0377,SUSPECT
ADV-CP-0445,CASE-1141,PERSON-0866,SUSPECT
ADV-CP-0446,CASE-1141,PERSON-0575,SUSPECT
ADV-CP-0447,CASE-0633,PERSON-0280,SUSPECT
ADV-CP-0448,CASE-0633,PERSON-0720,SUSPECT
ADV-CP-0449,CASE-0821,PERSON-0147,SUSPECT
ADV-CP-0450,CASE-0821,PERSON-0580,SUSPECT
ADV-CP-0451,CASE-0771,PERSON-0544,SUSPECT
ADV-CP-0452,CASE-0771,PERSON-0221,SUSPECT
ADV-CP-0453,CASE-1163,PERSON-0739,SUSPECT
ADV-CP-0454,CASE-1163,PERSON-0333,SUSPECT
ADV-CP-0455,CASE-0102,PERSON-0773,SUSPECT
ADV-CP-0456,CASE-0102,PERSON-0633,SUSPECT
ADV-CP-0457,CASE-0906,PERSON-0498,SUSPECT
ADV-CP-0458,CASE-0906,PERSON-0622,SUSPECT
ADV-CP-0459,CASE-0581,PERSON-0441,SUSPECT
ADV-CP-0460,CASE-0581,PERSON-0114,SUSPECT
ADV-CP-0461,CASE-0452,PERSON-0316,SUSPECT
ADV-CP-0462,CASE-0452,PERSON-0047,SUSPECT
ADV-CP-0463,CASE-0433,PERSON-0210,SUSPECT
ADV-CP-0464,CASE-0433,PERSON-0309,SUSPECT
ADV-CP-0465,CASE-1019,PERSON-0123,SUSPECT
ADV-CP-0466,CASE-1019,PERSON-0008,SUSPECT
ADV-CP-0467,CASE-1025,PERSON-0721,SUSPECT
ADV-CP-0468,CASE-1025,PERSON-0236,SUSPECT
ADV-CP-0469,CASE-0087,PERSON-0074,SUSPECT
ADV-CP-0470,CASE-0087,PERSON-0407,SUSPECT
ADV-CP-0471,CASE-1175,PERSON-0590,SUSPECT
ADV-CP-0472,CASE-1175,PERSON-0440,SUSPECT
ADV-CP-0473,CASE-0043,PERSON-0118,SUSPECT
ADV-CP-0474,CASE-0043,PERSON-0415,SUSPECT
ADV-CP-0475,CASE-0181,PERSON-0942,SUSPECT
ADV-CP-0476,CASE-0181,PERSON-0371,SUSPECT
ADV-CP-0477,CASE-1074,PERSON-0604,SUSPECT
ADV-CP-0478,CASE-1074,PERSON-0411,SUSPECT
ADV-CP-0479,CASE-0345,PERSON-0227,SUSPECT
ADV-CP-0480,CASE-0345,PERSON-0342,SUSPECT
ADV-CP-0481,CASE-0716,PERSON-0199,SUSPECT
ADV-CP-0482,CASE-0716,PERSON-0928,SUSPECT
ADV-CP-0483,CASE-0484,PERSON-0835,SUSPECT
ADV-CP-0484,CASE-0484,PERSON-0152,SUSPECT
ADV-CP-0485,CASE-0155,PERSON-0157,SUSPECT
ADV-CP-0486,CASE-0155,PERSON-0779,SUSPECT
ADV-CP-0487,CASE-1155,PERSON-0476,SUSPECT
ADV-CP-0488,CASE-1155,PERSON-0773,SUSPECT
ADV-CP-0489,CASE-0310,PERSON-0643,SUSPECT
ADV-CP-0490,CASE-0310,PERSON-0324,SUSPECT
ADV-CP-0491,CASE-1212,PERSON-0816,SUSPECT
ADV-CP-0492,CASE-1212,PERSON-0282,SUSPECT
ADV-CP-0493,CASE-0117,PERSON-0463,SUSPECT
ADV-CP-0494,CASE-0117,PERSON-0039,SUSPECT
ADV-CP-0495,CASE-0185,PERSON-0885,SUSPECT
ADV-CP-0496,CASE-0185,PERSON-0876,SUSPECT
ADV-CP-0497,CASE-0085,PERSON-0568,SUSPECT
ADV-CP-0498,CASE-0085,PERSON-0978,SUSPECT
ADV-CP-0499,CASE-1240,PERSON-0193,SUSPECT
ADV-CP-0500,CASE-1240,PERSON-0330,SUSPECT
ADV-CP-0501,CASE-0704,PERSON-0831,SUSPECT
ADV-CP-0502,CASE-0704,PERSON-0921,SUSPECT
ADV-CP-0503,CASE-0900,PERSON-0725,SUSPECT
ADV-CP-0504,CASE-0900,PERSON-0449,SUSPECT
ADV-CP-0505,CASE-0794,PERSON-0940,SUSPECT
ADV-CP-0506,CASE-0794,PERSON-0290,SUSPECT
ADV-CP-0507,CASE-0686,PERSON-0054,SUSPECT
ADV-CP-0508,CASE-0686,PERSON-0809,SUSPECT
ADV-CP-0509,CASE-1235,PERSON-0742,SUSPECT
ADV-CP-0510,CASE-1235,PERSON-0873,SUSPECT
ADV-CP-0511,CASE-0717,PERSON-0145,SUSPECT
ADV-CP-0512,CASE-0717,PERSON-0939,SUSPECT
ADV-CP-0513,CASE-1219,PERSON-0402,SUSPECT
ADV-CP-0514,CASE-1219,PERSON-0133,SUSPECT
ADV-CP-0515,CASE-0673,PERSON-0386,SUSPECT
ADV-CP-0516,CASE-0673,PERSON-0659,SUSPECT
ADV-CP-0517,CASE-1042,PERSON-0687,SUSPECT
ADV-CP-0518,CASE-1042,PERSON-0434,SUSPECT
ADV-CP-0519,CASE-0996,PERSON-0220,SUSPECT
ADV-CP-0520,CASE-0996,PERSON-0350,SUSPECT
ADV-CP-0521,CASE-0208,PERSON-0303,SUSPECT
ADV-CP-0522,CASE-0208,PERSON-0865,SUSPECT
ADV-CP-0523,CASE-0078,PERSON-0905,SUSPECT
ADV-CP-0524,CASE-0078,PERSON-0540,SUSPECT
ADV-CP-0525,CASE-0371,PERSON-0158,SUSPECT
ADV-CP-0526,CASE-0371,PERSON-0167,SUSPECT
ADV-CP-0527,CASE-0747,PERSON-0045,SUSPECT
ADV-CP-0528,CASE-0747,PERSON-0421,SUSPECT
ADV-CP-0529,CASE-0920,PERSON-0626,SUSPECT
ADV-CP-0530,CASE-0920,PERSON-0292,SUSPECT
ADV-CP-0531,CASE-0398,PERSON-0804,SUSPECT
ADV-CP-0532,CASE-0398,PERSON-0481,SUSPECT
ADV-CP-0533,CASE-0783,PERSON-0289,SUSPECT
ADV-CP-0534,CASE-0783,PERSON-0797,SUSPECT
ADV-CP-0535,CASE-0284,PERSON-0821,SUSPECT
ADV-CP-0536,CASE-0284,PERSON-0620,SUSPECT
ADV-CP-0537,CASE-0211,PERSON-0568,SUSPECT
ADV-CP-0538,CASE-0211,PERSON-0957,SUSPECT
ADV-CP-0539,CASE-0329,PERSON-0292,SUSPECT
ADV-CP-0540,CASE-0329,PERSON-0086,SUSPECT
ADV-CP-0541,CASE-0455,PERSON-0448,SUSPECT
ADV-CP-0542,CASE-0455,PERSON-0094,SUSPECT
ADV-CP-0543,CASE-0812,PERSON-0425,SUSPECT
ADV-CP-0544,CASE-0812,PERSON-0055,SUSPECT
ADV-CP-0545,CASE-0058,PERSON-0384,SUSPECT
ADV-CP-0546,CASE-0058,PERSON-0230,SUSPECT
ADV-CP-0547,CASE-0300,PERSON-0666,SUSPECT
ADV-CP-0548,CASE-0300,PERSON-0344,SUSPECT
ADV-CP-0549,CASE-0961,PERSON-0143,SUSPECT
ADV-CP-0550,CASE-0961,PERSON-0778,SUSPECT
ADV-CP-0551,CASE-0307,PERSON-0221,SUSPECT
ADV-CP-0552,CASE-0307,PERSON-0856,SUSPECT
ADV-CP-0553,CASE-0591,PERSON-0434,SUSPECT
ADV-CP-0554,CASE-0591,PERSON-0114,SUSPECT
ADV-CP-0555,CASE-0937,PERSON-0655,SUSPECT
ADV-CP-0556,CASE-0937,PERSON-0813,SUSPECT
ADV-CP-0557,CASE-1056,PERSON-0017,SUSPECT
ADV-CP-0558,CASE-1056,PERSON-0648,SUSPECT
ADV-CP-0559,CASE-0723,PERSON-0002,SUSPECT
ADV-CP-0560,CASE-0723,PERSON-0630,SUSPECT
ADV-CP-0561,CASE-0739,PERSON-0088,SUSPECT
ADV-CP-0562,CASE-0739,PERSON-0537,SUSPECT
ADV-CP-0563,CASE-1135,PERSON-0806,SUSPECT
ADV-CP-0564,CASE-1135,PERSON-0520,SUSPECT
ADV-CP-0565,CASE-0520,PERSON-0397,SUSPECT
ADV-CP-0566,CASE-0520,PERSON-0383,SUSPECT
ADV-CP-0567,CASE-0213,PERSON-0751,SUSPECT
ADV-CP-0568,CASE-0213,PERSON-0673,SUSPECT
ADV-CP-0569,CASE-0694,PERSON-0361,SUSPECT
ADV-CP-0570,CASE-0694,PERSON-0560,SUSPECT
ADV-CP-0571,CASE-0374,PERSON-0491,SUSPECT
ADV-CP-0572,CASE-0374,PERSON-0647,SUSPECT
ADV-CP-0573,CASE-0409,PERSON-0207,SUSPECT
ADV-CP-0574,CASE-0409,PERSON-0045,SUSPECT
ADV-CP-0575,CASE-0970,PERSON-0835,SUSPECT
ADV-CP-0576,CASE-0970,PERSON-0557,SUSPECT
ADV-CP-0577,CASE-0098,PERSON-0883,SUSPECT
ADV-CP-0578,CASE-0098,PERSON-0800,SUSPECT
ADV-CP-0579,CASE-0820,PERSON-0377,SUSPECT
ADV-CP-0580,CASE-0820,PERSON-0448,SUSPECT
ADV-CP-0581,CASE-1019,PERSON-0192,SUSPECT
ADV-CP-0582,CASE-1019,PERSON-0509,SUSPECT
ADV-CP-0583,CASE-0870,PERSON-0821,SUSPECT
ADV-CP-0584,CASE-0870,PERSON-0085,SUSPECT
ADV-CP-0585,CASE-0164,PERSON-0329,SUSPECT
ADV-CP-0586,CASE-0164,PERSON-0106,SUSPECT
ADV-CP-0587,CASE-0342,PERSON-0735,SUSPECT
ADV-CP-0588,CASE-0342,PERSON-0437,SUSPECT
ADV-CP-0589,CASE-0723,PERSON-0891,SUSPECT
ADV-CP-0590,CASE-0723,PERSON-0934,SUSPECT
ADV-CP-0591,CASE-0118,PERSON-0811,SUSPECT
ADV-CP-0592,CASE-0118,PERSON-0971,SUSPECT
ADV-CP-0593,CASE-0328,PERSON-0821,SUSPECT
ADV-CP-0594,CASE-0328,PERSON-0768,SUSPECT
ADV-CP-0595,CASE-0751,PERSON-0069,SUSPECT
ADV-CP-0596,CASE-0751,PERSON-0242,SUSPECT
ADV-CP-0597,CASE-0760,PERSON-0696,SUSPECT
ADV-CP-0598,CASE-0760,PERSON-0461,SUSPECT
ADV-CP-0599,CASE-0816,PERSON-0543,SUSPECT
ADV-CP-0600,CASE-0816,PERSON-0376,SUSPECT
ADV-CP-0601,CASE-0382,PERSON-0027,SUSPECT
ADV-CP-0602,CASE-0382,PERSON-0754,SUSPECT
ADV-CP-0603,CASE-0914,PERSON-0267,SUSPECT
ADV-CP-0604,CASE-0914,PERSON-0721,SUSPECT
ADV-CP-0605,CASE-0410,PERSON-0939,SUSPECT
ADV-CP-0606,CASE-0410,PERSON-0503,SUSPECT
ADV-CP-0607,CASE-0912,PERSON-0921,SUSPECT
ADV-CP-0608,CASE-0912,PERSON-0731,SUSPECT
ADV-CP-0609,CASE-0712,PERSON-0328,SUSPECT
ADV-CP-0610,CASE-0712,PERSON-0684,SUSPECT
ADV-CP-0611,CASE-0323,PERSON-0308,SUSPECT
ADV-CP-0612,CASE-0323,PERSON-0872,SUSPECT
ADV-CP-0613,CASE-0741,PERSON-0179,SUSPECT
ADV-CP-0614,CASE-0741,PERSON-0813,SUSPECT
ADV-CP-0615,CASE-1012,PERSON-0243,SUSPECT
ADV-CP-0616,CASE-1012,PERSON-0810,SUSPECT
ADV-CP-0617,CASE-0177,PERSON-0565,SUSPECT
ADV-CP-0618,CASE-0177,PERSON-0133,SUSPECT
ADV-CP-0619,CASE-1178,PERSON-0788,SUSPECT
ADV-CP-0620,CASE-1178,PERSON-0420,SUSPECT
ADV-CP-0621,CASE-1060,PERSON-0461,SUSPECT
ADV-CP-0622,CASE-1060,PERSON-0478,SUSPECT
ADV-CP-0623,CASE-1030,PERSON-0133,SUSPECT
ADV-CP-0624,CASE-1030,PERSON-0444,SUSPECT
ADV-CP-0625,CASE-0623,PERSON-0531,SUSPECT
ADV-CP-0626,CASE-0623,PERSON-0157,SUSPECT
ADV-CP-0627,CASE-0582,PERSON-0964,SUSPECT
ADV-CP-0628,CASE-0582,PERSON-0532,SUSPECT
ADV-CP-0629,CASE-0257,PERSON-0565,SUSPECT
ADV-CP-0630,CASE-0257,PERSON-0282,SUSPECT
ADV-CP-0631,CASE-1213,PERSON-0657,SUSPECT
ADV-CP-0632,CASE-1213,PERSON-0173,SUSPECT
ADV-CP-0633,CASE-1240,PERSON-0738,SUSPECT
ADV-CP-0634,CASE-1240,PERSON-0924,SUSPECT
ADV-CP-0635,CASE-0059,PERSON-0846,SUSPECT
ADV-CP-0636,CASE-0059,PERSON-0885,SUSPECT
ADV-CP-0637,CASE-0854,PERSON-0786,SUSPECT
ADV-CP-0638,CASE-0854,PERSON-0586,SUSPECT
ADV-CP-0639,CASE-0619,PERSON-0559,SUSPECT
ADV-CP-0640,CASE-0619,PERSON-0297,SUSPECT
ADV-CP-0641,CASE-0123,PERSON-0075,SUSPECT
ADV-CP-0642,CASE-0123,PERSON-0706,SUSPECT
ADV-CP-0643,CASE-0295,PERSON-0349,SUSPECT
ADV-CP-0644,CASE-0295,PERSON-0622,SUSPECT
ADV-CP-0645,CASE-0817,PERSON-0882,SUSPECT
ADV-CP-0646,CASE-0817,PERSON-0354,SUSPECT
ADV-CP-0647,CASE-0496,PERSON-0109,SUSPECT
ADV-CP-0648,CASE-0496,PERSON-0327,SUSPECT
ADV-CP-0649,CASE-0595,PERSON-0100,SUSPECT
ADV-CP-0650,CASE-0595,PERSON-0052,SUSPECT
ADV-CP-0651,CASE-0328,PERSON-0887,SUSPECT
ADV-CP-0652,CASE-0328,PERSON-0924,SUSPECT
ADV-CP-0653,CASE-1055,PERSON-0164,SUSPECT
ADV-CP-0654,CASE-1055,PERSON-0511,SUSPECT
ADV-CP-0655,CASE-0806,PERSON-0093,SUSPECT
ADV-CP-0656,CASE-0806,PERSON-0968,SUSPECT
ADV-CP-0657,CASE-0104,PERSON-0362,SUSPECT
ADV-CP-0658,CASE-0104,PERSON-0050,SUSPECT
ADV-CP-0659,CASE-0221,PERSON-0009,SUSPECT
ADV-CP-0660,CASE-0221,PERSON-0868,SUSPECT
ADV-CP-0661,CASE-0750,PERSON-0783,SUSPECT
ADV-CP-0662,CASE-0750,PERSON-0413,SUSPECT
ADV-CP-0663,CASE-0792,PERSON-0296,SUSPECT
ADV-CP-0664,CASE-0792,PERSON-0076,SUSPECT
ADV-CP-0665,CASE-0244,PERSON-0639,SUSPECT
ADV-CP-0666,CASE-0244,PERSON-0697,SUSPECT
ADV-CP-0667,CASE-1143,PERSON-0814,SUSPECT
ADV-CP-0668,CASE-1143,PERSON-0348,SUSPECT
ADV-CP-0669,CASE-1025,PERSON-0522,SUSPECT
ADV-CP-0670,CASE-1025,PERSON-0412,SUSPECT
ADV-CP-0671,CASE-1064,PERSON-0824,SUSPECT
ADV-CP-0672,CASE-1064,PERSON-0486,SUSPECT
ADV-CP-0673,CASE-0653,PERSON-0954,SUSPECT
ADV-CP-0674,CASE-0653,PERSON-0628,SUSPECT
ADV-CP-0675,CASE-1044,PERSON-0520,SUSPECT
ADV-CP-0676,CASE-1044,PERSON-0849,SUSPECT
ADV-CP-0677,CASE-0679,PERSON-0018,SUSPECT
ADV-CP-0678,CASE-0679,PERSON-0378,SUSPECT
ADV-CP-0679,CASE-0055,PERSON-0816,SUSPECT
ADV-CP-0680,CASE-0055,PERSON-0921,SUSPECT
ADV-CP-0681,CASE-0350,PERSON-0598,SUSPECT
ADV-CP-0682,CASE-0350,PERSON-0492,SUSPECT
ADV-CP-0683,CASE-0065,PERSON-0698,SUSPECT
ADV-CP-0684,CASE-0065,PERSON-0249,SUSPECT
ADV-CP-0685,CASE-0643,PERSON-0020,SUSPECT
ADV-CP-0686,CASE-0643,PERSON-0452,SUSPECT
ADV-CP-0687,CASE-0966,PERSON-0794,SUSPECT
ADV-CP-0688,CASE-0966,PERSON-0627,SUSPECT
ADV-CP-0689,CASE-1063,PERSON-0723,SUSPECT
ADV-CP-0690,CASE-1063,PERSON-0142,SUSPECT
ADV-CP-0691,CASE-0355,PERSON-0322,SUSPECT
ADV-CP-0692,CASE-0355,PERSON-0980,SUSPECT
ADV-CP-0693,CASE-0542,PERSON-0363,SUSPECT
ADV-CP-0694,CASE-0542,PERSON-0693,SUSPECT
ADV-CP-0695,CASE-0610,PERSON-0306,SUSPECT
ADV-CP-0696,CASE-0610,PERSON-0231,SUSPECT
ADV-CP-0697,CASE-0983,PERSON-0501,SUSPECT
ADV-CP-0698,CASE-0983,PERSON-0325,SUSPECT
ADV-CP-0699,CASE-1113,PERSON-0588,SUSPECT
ADV-CP-0700,CASE-1113,PERSON-0693,SUSPECT
ADV-CP-0701,CASE-0300,PERSON-0354,SUSPECT
ADV-CP-0702,CASE-0300,PERSON-0978,SUSPECT
ADV-CP-0703,CASE-0162,PERSON-0979,SUSPECT
ADV-CP-0704,CASE-0162,PERSON-0732,SUSPECT
ADV-CP-0705,CASE-0982,PERSON-0672,SUSPECT
ADV-CP-0706,CASE-0982,PERSON-0263,SUSPECT
ADV-CP-0707,CASE-1202,PERSON-0112,SUSPECT
ADV-CP-0708,CASE-1202,PERSON-0631,SUSPECT
ADV-CP-0709,CASE-1088,PERSON-0686,SUSPECT
ADV-CP-0710,CASE-1088,PERSON-0927,SUSPECT
ADV-CP-0711,CASE-0847,PERSON-0054,SUSPECT
ADV-CP-0712,CASE-0847,PERSON-0103,SUSPECT
ADV-CP-0713,CASE-0282,PERSON-0103,SUSPECT
ADV-CP-0714,CASE-0282,PERSON-0698,SUSPECT
ADV-CP-0715,CASE-0359,PERSON-0936,SUSPECT
ADV-CP-0716,CASE-0359,PERSON-0944,SUSPECT
ADV-CP-0717,CASE-0019,PERSON-0898,SUSPECT
ADV-CP-0718,CASE-0019,PERSON-0039,SUSPECT
ADV-CP-0719,CASE-0687,PERSON-0110,SUSPECT
ADV-CP-0720,CASE-0687,PERSON-0951,SUSPECT
ADV-CP-0721,CASE-0959,PERSON-0872,SUSPECT
ADV-CP-0722,CASE-0959,PERSON-0517,SUSPECT
ADV-CP-0723,CASE-0396,PERSON-0691,SUSPECT
ADV-CP-0724,CASE-0396,PERSON-0776,SUSPECT
ADV-CP-0725,CASE-0196,PERSON-0411,SUSPECT
ADV-CP-0726,CASE-0196,PERSON-0686,SUSPECT
ADV-CP-0727,CASE-0509,PERSON-0489,SUSPECT
ADV-CP-0728,CASE-0509,PERSON-0332,SUSPECT
ADV-CP-0729,CASE-1174,PERSON-0597,SUSPECT
ADV-CP-0730,CASE-1174,PERSON-0741,SUSPECT
ADV-CP-0731,CASE-0484,PERSON-0369,SUSPECT
ADV-CP-0732,CASE-0484,PERSON-0710,SUSPECT
ADV-CP-0733,CASE-0328,PERSON-0477,SUSPECT
ADV-CP-0734,CASE-0328,PERSON-0315,SUSPECT
ADV-CP-0735,CASE-0605,PERSON-0939,SUSPECT
ADV-CP-0736,CASE-0605,PERSON-0964,SUSPECT
ADV-CP-0737,CASE-0274,PERSON-0225,SUSPECT
ADV-CP-0738,CASE-0274,PERSON-0981,SUSPECT
ADV-CP-0739,CASE-0766,PERSON-0766,SUSPECT
ADV-CP-0740,CASE-0766,PERSON-0621,SUSPECT
ADV-CP-0741,CASE-0230,PERSON-0940,SUSPECT
ADV-CP-0742,CASE-0230,PERSON-0578,SUSPECT
ADV-CP-0743,CASE-1066,PERSON-0169,SUSPECT
ADV-CP-0744,CASE-1066,PERSON-0336,SUSPECT
ADV-CP-0745,CASE-1195,PERSON-0211,SUSPECT
ADV-CP-0746,CASE-1195,PERSON-0735,SUSPECT
ADV-CP-0747,CASE-0114,PERSON-0457,SUSPECT
ADV-CP-0748,CASE-0114,PERSON-0829,SUSPECT
ADV-CP-0749,CASE-1155,PERSON-0426,SUSPECT
ADV-CP-0750,CASE-1155,PERSON-0468,SUSPECT
ADV-CP-0751,CASE-0868,PERSON-0075,SUSPECT
ADV-CP-0752,CASE-0868,PERSON-0047,SUSPECT
ADV-CP-0753,CASE-0838,PERSON-0033,SUSPECT
ADV-CP-0754,CASE-0838,PERSON-0294,SUSPECT
ADV-CP-0755,CASE-0861,PERSON-0785,SUSPECT
ADV-CP-0756,CASE-0861,PERSON-0657,SUSPECT
ADV-CP-0757,CASE-0774,PERSON-0460,SUSPECT
ADV-CP-0758,CASE-0774,PERSON-0891,SUSPECT
ADV-CP-0759,CASE-1105,PERSON-0988,SUSPECT
ADV-CP-0760,CASE-1105,PERSON-0678,SUSPECT
ADV-CP-0761,CASE-1101,PERSON-0122,SUSPECT
ADV-CP-0762,CASE-1101,PERSON-0183,SUSPECT
ADV-CP-0763,CASE-1116,PERSON-0475,SUSPECT
ADV-CP-0764,CASE-1116,PERSON-0690,SUSPECT
ADV-CP-0765,CASE-0507,PERSON-0844,SUSPECT
ADV-CP-0766,CASE-0507,PERSON-0236,SUSPECT
ADV-CP-0767,CASE-0232,PERSON-0283,SUSPECT
ADV-CP-0768,CASE-0232,PERSON-0194,SUSPECT
ADV-CP-0769,CASE-0033,PERSON-0430,SUSPECT
ADV-CP-0770,CASE-0033,PERSON-0630,SUSPECT
ADV-CP-0771,CASE-0069,PERSON-0104,SUSPECT
ADV-CP-0772,CASE-0069,PERSON-0609,SUSPECT
ADV-CP-0773,CASE-0100,PERSON-0721,SUSPECT
ADV-CP-0774,CASE-0100,PERSON-0894,SUSPECT
ADV-CP-0775,CASE-0593,PERSON-0144,SUSPECT
ADV-CP-0776,CASE-0593,PERSON-0516,SUSPECT
ADV-CP-0777,CASE-0616,PERSON-0227,SUSPECT
ADV-CP-0778,CASE-0616,PERSON-0424,SUSPECT
ADV-CP-0779,CASE-1075,PERSON-0688,SUSPECT
ADV-CP-0780,CASE-1075,PERSON-0391,SUSPECT
ADV-CP-0781,CASE-0615,PERSON-0419,SUSPECT
ADV-CP-0782,CASE-0615,PERSON-0153,SUSPECT
ADV-CP-0783,CASE-0462,PERSON-0485,SUSPECT
ADV-CP-0784,CASE-0462,PERSON-0247,SUSPECT
ADV-CP-0785,CASE-0523,PERSON-0398,SUSPECT
ADV-CP-0786,CASE-0523,PERSON-0249,SUSPECT
ADV-CP-0787,CASE-0391,PERSON-0549,SUSPECT
ADV-CP-0788,CASE-0391,PERSON-0742,SUSPECT
ADV-CP-0789,CASE-1235,PERSON-0690,SUSPECT
ADV-CP-0790,CASE-1235,PERSON-0620,SUSPECT
ADV-CP-0791,CASE-0032,PERSON-0311,SUSPECT
ADV-CP-0792,CASE-0032,PERSON-0980,SUSPECT
ADV-CP-0793,CASE-1131,PERSON-0938,SUSPECT
ADV-CP-0794,CASE-1131,PERSON-0246,SUSPECT
ADV-CP-0795,CASE-0760,PERSON-0937,SUSPECT
ADV-CP-0796,CASE-0760,PERSON-0209,SUSPECT
ADV-CP-0797,CASE-0402,PERSON-0303,SUSPECT
ADV-CP-0798,CASE-0402,PERSON-0157,SUSPECT
ADV-CP-0799,CASE-0504,PERSON-0584,SUSPECT
ADV-CP-0800,CASE-0504,PERSON-0854,SUSPECT
ADV-CP-0801,CASE-0692,PERSON-0967,SUSPECT
ADV-CP-0802,CASE-0692,PERSON-0702,SUSPECT
ADV-CP-0803,CASE-1005,PERSON-0990,SUSPECT
ADV-CP-0804,CASE-1005,PERSON-0741,SUSPECT
ADV-CP-0805,CASE-1120,PERSON-0174,SUSPECT
ADV-CP-0806,CASE-1120,PERSON-0144,SUSPECT
ADV-CP-0807,CASE-0474,PERSON-0141,SUSPECT
ADV-CP-0808,CASE-0474,PERSON-0863,SUSPECT
ADV-CP-0809,CASE-1036,PERSON-0010,SUSPECT
ADV-CP-0810,CASE-1036,PERSON-0224,SUSPECT
ADV-CP-0811,CASE-1130,PERSON-0007,SUSPECT
ADV-CP-0812,CASE-1130,PERSON-0545,SUSPECT
ADV-CP-0813,CASE-1079,PERSON-0197,SUSPECT
ADV-CP-0814,CASE-1079,PERSON-0635,SUSPECT
ADV-CP-0815,CASE-0813,PERSON-0274,SUSPECT
ADV-CP-0816,CASE-0813,PERSON-0815,SUSPECT
ADV-CP-0817,CASE-0192,PERSON-0778,SUSPECT
ADV-CP-0818,CASE-0192,PERSON-0033,SUSPECT
ADV-CP-0819,CASE-0088,PERSON-0917,SUSPECT
ADV-CP-0820,CASE-0088,PERSON-0541,SUSPECT
ADV-CP-0821,CASE-0974,PERSON-0909,SUSPECT
ADV-CP-0822,CASE-0974,PERSON-0581,SUSPECT
ADV-CP-0823,CASE-0158,PERSON-0841,SUSPECT
ADV-CP-0824,CASE-0158,PERSON-0408,SUSPECT
ADV-CP-0825,CASE-0896,PERSON-0055,SUSPECT
ADV-CP-0826,CASE-0896,PERSON-0101,SUSPECT
ADV-CP-0827,CASE-1220,PERSON-0349,SUSPECT
ADV-CP-0828,CASE-1220,PERSON-0620,SUSPECT
ADV-CP-0829,CASE-0549,PERSON-0076,SUSPECT
ADV-CP-0830,CASE-0549,PERSON-0085,SUSPECT
ADV-CP-0831,CASE-0188,PERSON-0370,SUSPECT
ADV-CP-0832,CASE-0188,PERSON-0110,SUSPECT
ADV-CP-0833,CASE-0553,PERSON-0456,SUSPECT
ADV-CP-0834,CASE-0553,PERSON-0369,SUSPECT
ADV-CP-0835,CASE-0054,PERSON-0418,SUSPECT
ADV-CP-0836,CASE-0054,PERSON-0106,SUSPECT
ADV-CP-0837,CASE-0848,PERSON-0013,SUSPECT
ADV-CP-0838,CASE-0848,PERSON-0299,SUSPECT
ADV-CP-0839,CASE-0617,PERSON-0143,SUSPECT
ADV-CP-0840,CASE-0617,PERSON-0276,SUSPECT
ADV-CP-0841,CASE-0891,PERSON-0065,SUSPECT
ADV-CP-0842,CASE-0891,PERSON-0172,SUSPECT
ADV-CP-0843,CASE-0158,PERSON-0496,SUSPECT
ADV-CP-0844,CASE-0158,PERSON-0802,SUSPECT
ADV-CP-0845,CASE-0278,PERSON-0469,SUSPECT
ADV-CP-0846,CASE-0278,PERSON-0110,SUSPECT
ADV-CP-0847,CASE-0279,PERSON-0998,SUSPECT
ADV-CP-0848,CASE-0279,PERSON-0609,SUSPECT
ADV-CP-0849,CASE-0412,PERSON-0971,SUSPECT
ADV-CP-0850,CASE-0412,PERSON-0712,SUSPECT
ADV-CP-0851,CASE-0654,PERSON-0988,SUSPECT
ADV-CP-0852,CASE-0654,PERSON-0408,SUSPECT
ADV-CP-0853,CASE-0805,PERSON-0386,SUSPECT
ADV-CP-0854,CASE-0805,PERSON-0288,SUSPECT
ADV-CP-0855,CASE-1118,PERSON-0205,SUSPECT
ADV-CP-0856,CASE-1118,PERSON-0607,SUSPECT
ADV-CP-0857,CASE-0496,PERSON-0649,SUSPECT
ADV-CP-0858,CASE-0496,PERSON-0311,SUSPECT
ADV-CP-0859,CASE-0141,PERSON-0694,WITNESS
ADV-CP-0860,CASE-0141,PERSON-0147,SUSPECT
ADV-CP-0861,CASE-0018,PERSON-0544,WITNESS
ADV-CP-0862,CASE-0018,PERSON-0577,SUSPECT
ADV-CP-0863,CASE-0337,PERSON-0625,WITNESS
ADV-CP-0864,CASE-0337,PERSON-0666,SUSPECT
ADV-CP-0865,CASE-0437,PERSON-0451,WITNESS
ADV-CP-0866,CASE-0437,PERSON-0360,SUSPECT
ADV-CP-0867,CASE-0311,PERSON-0644,WITNESS
ADV-CP-0868,CASE-0311,PERSON-0767,SUSPECT
ADV-CP-0869,CASE-0907,PERSON-0942,WITNESS
ADV-CP-0870,CASE-0907,PERSON-0422,SUSPECT
ADV-CP-0871,CASE-0178,PERSON-0881,WITNESS
ADV-CP-0872,CASE-0178,PERSON-0223,SUSPECT
ADV-CP-0873,CASE-0287,PERSON-0919,WITNESS
