comm_id,case_id,description,duration
ADV-COMM-0291,CASE-0589,PERSON-0701 contacted PERSON-0944 regarding operational logistics.,108
ADV-COMM-0292,CASE-0206,PERSON-0101 contacted PERSON-0779 regarding operational logistics.,163
ADV-COMM-0293,CASE-0206,PERSON-0779 contacted PERSON-0101 confirming pickup.,116
ADV-COMM-0294,CASE-0115,PERSON-0048 contacted PERSON-0333 regarding operational logistics.,125
ADV-COMM-0295,CASE-0115,PERSON-0333 contacted PERSON-0048 confirming pickup.,150
ADV-COMM-0296,CASE-1160,PERSON-0544 contacted PERSON-0422 regarding operational logistics.,224
ADV-COMM-0297,CASE-0784,PERSON-0081 contacted PERSON-0625 regarding operational logistics.,208
ADV-COMM-0298,CASE-0784,PERSON-0625 contacted PERSON-0081 confirming pickup.,167
ADV-COMM-0299,CASE-0945,PERSON-0147 contacted PERSON-0238 regarding operational logistics.,213
ADV-COMM-0300,CASE-0945,PERSON-0238 contacted PERSON-0147 confirming pickup.,105
ADV-COMM-0301,CASE-0953,PERSON-0921 contacted PERSON-0824 regarding operational logistics.,280
ADV-COMM-0302,CASE-0953,PERSON-0824 contacted PERSON-0921 confirming pickup.,179
ADV-COMM-0303,CASE-0708,PERSON-0453 contacted PERSON-0968 regarding operational logistics.,200
ADV-COMM-0304,CASE-0708,PERSON-0968 contacted PERSON-0453 confirming pickup.,148
ADV-COMM-0305,CASE-0619,PERSON-0468 contacted PERSON-0866 regarding operational logistics.,100
ADV-COMM-0306,CASE-0782,PERSON-0110 contacted PERSON-0243 regarding operational logistics.,196
ADV-COMM-0307,CASE-0782,PERSON-0243 contacted PERSON-0110 confirming pickup.,115
ADV-COMM-0308,CASE-0811,PERSON-0303 contacted PERSON-0023 regarding operational logistics.,120
ADV-COMM-0309,CASE-0811,PERSON-0023 contacted PERSON-0303 confirming pickup.,52
ADV-COMM-0310,CASE-0587,PERSON-0764 contacted PERSON-0509 regarding operational logistics.,248
ADV-COMM-0311,CASE-0390,PERSON-0361 contacted PERSON-0225 regarding operational logistics.,208
ADV-COMM-0312,CASE-0390,PERSON-0225 contacted PERSON-0361 confirming pickup.,75
ADV-COMM-0313,CASE-0081,PERSON-0926 contacted PERSON-0643 regarding operational logistics.,129
ADV-COMM-0314,CASE-0270,PERSON-0374 contacted PERSON-0750 regarding operational logistics.,73
ADV-COMM-0315,CASE-0412,PERSON-0426 contacted PERSON-0180 regarding operational logistics.,83
ADV-COMM-0316,CASE-1028,PERSON-0375 contacted PERSON-0544 regarding operational logistics.,283
ADV-COMM-0317,CASE-1028,PERSON-0544 contacted PERSON-0375 confirming pickup.,82
ADV-COMM-0318,CASE-0987,PERSON-0845 contacted PERSON-0967 regarding operational logistics.,297
ADV-COMM-0319,CASE-0236,PERSON-0347 contacted PERSON-0824 regarding operational logistics.,169
ADV-COMM-0320,CASE-0814,PERSON-0990 contacted PERSON-0232 regarding operational logistics.,297
ADV-COMM-0321,CASE-0809,PERSON-0093 contacted PERSON-0810 regarding operational logistics.,53
ADV-COMM-0322,CASE-0809,PERSON-0810 contacted PERSON-0093 confirming pickup.,71
ADV-COMM-0323,CASE-0537,PERSON-0689 contacted PERSON-0767 regarding operational logistics.,199
ADV-COMM-0324,CASE-0537,PERSON-0767 contacted PERSON-0689 confirming pickup.,135
ADV-COMM-0325,CASE-0052,PERSON-0240 contacted PERSON-0483 regarding operational logistics.,208
ADV-COMM-0326,CASE-0454,PERSON-0938 contacted PERSON-0625 regarding operational logistics.,215
ADV-COMM-0327,CASE-0454,PERSON-0625 contacted PERSON-0938 confirming pickup.,158
ADV-COMM-0328,CASE-0837,PERSON-0310 contacted PERSON-0665 regarding operational logistics.,79
ADV-COMM-0329,CASE-0837,PERSON-0665 contacted PERSON-0310 confirming pickup.,49
ADV-COMM-0330,CASE-0200,PERSON-0505 contacted PERSON-0119 regarding operational logistics.,110
ADV-COMM-0331,CASE-1107,PERSON-0465 contacted PERSON-0380 regarding operational logistics.,157
ADV-COMM-0332,CASE-1107,PERSON-0380 contacted PERSON-0465 confirming pickup.,79
ADV-COMM-0333,CASE-1003,PERSON-0671 contacted PERSON-0102 regarding operational logistics.,207
ADV-COMM-0334,CASE-1003,PERSON-0102 contacted PERSON-0671 confirming pickup.,111
ADV-COMM-0335,CASE-0909,PERSON-0380 contacted PERSON-0223 regarding operational logistics.,163
ADV-COMM-0336,CASE-0753,PERSON-0102 contacted PERSON-0703 regarding operational logistics.,189
ADV-COMM-0337,CASE-0566,PERSON-0063 contacted PERSON-0408 regarding operational logistics.,98
ADV-COMM-0338,CASE-0188,PERSON-0844 contacted PERSON-0466 regarding operational logistics.,219
ADV-COMM-0339,CASE-0188,PERSON-0466 contacted PERSON-0844 confirming pickup.,45
ADV-COMM-0340,CASE-0258,PERSON-0342 contacted PERSON-0250 regarding operational logistics.,251
ADV-COMM-0341,CASE-0258,PERSON-0250 contacted PERSON-0342 confirming pickup.,57
ADV-COMM-0342,CASE-1201,PERSON-0568 contacted PERSON-0213 regarding operational logistics.,105
ADV-COMM-0343,CASE-1221,PERSON-0793 contacted PERSON-0152 regarding operational logistics.,50
ADV-COMM-0344,CASE-1221,PERSON-0152 contacted PERSON-0793 confirming pickup.,77
ADV-COMM-0345,CASE-0358,PERSON-0554 contacted PERSON-0257 regarding operational logistics.,78
ADV-COMM-0346,CASE-0358,PERSON-0257 contacted PERSON-0554 confirming pickup.,46
ADV-COMM-0347,CASE-0488,PERSON-0367 contacted PERSON-0809 regarding operational logistics.,200
ADV-COMM-0348,CASE-0488,PERSON-0809 contacted PERSON-0367 confirming pickup.,84
ADV-COMM-0349,CASE-0863,PERSON-0130 contacted PERSON-0760 regarding operational logistics.,184
ADV-COMM-0350,CASE-0863,PERSON-0760 contacted PERSON-0130 confirming pickup.,56
ADV-COMM-0351,CASE-1052,PERSON-0797 contacted PERSON-0371 regarding operational logistics.,201
ADV-COMM-0352,CASE-1052,PERSON-0371 contacted PERSON-0797 confirming pickup.,168
ADV-COMM-0353,CASE-1068,PERSON-0630 contacted PERSON-0045 regarding operational logistics.,127
ADV-COMM-0354,CASE-1068,PERSON-0045 contacted PERSON-0630 confirming pickup.,47
ADV-COMM-0355,CASE-0823,PERSON-0491 contacted PERSON-0868 regarding operational logistics.,159
ADV-COMM-0356,CASE-0823,PERSON-0868 contacted PERSON-0491 confirming pickup.,165
ADV-COMM-0357,CASE-0166,PERSON-0455 contacted PERSON-0076 regarding operational logistics.,132
ADV-COMM-0358,CASE-0166,PERSON-0076 contacted PERSON-0455 confirming pickup.,56
ADV-COMM-0359,CASE-1199,PERSON-0640 contacted PERSON-0649 regarding operational logistics.,190
ADV-COMM-0360,CASE-0604,PERSON-0612 contacted PERSON-0544 regarding operational logistics.,166
ADV-COMM-0361,CASE-0604,PERSON-0544 contacted PERSON-0612 confirming pickup.,150
ADV-COMM-0362,CASE-1130,PERSON-0719 contacted PERSON-0118 regarding operational logistics.,234
ADV-COMM-0363,CASE-0848,PERSON-0910 contacted PERSON-0234 regarding operational logistics.,136
ADV-COMM-0364,CASE-0641,PERSON-0748 contacted PERSON-0098 regarding operational logistics.,159
ADV-COMM-0365,CASE-0641,PERSON-0098 contacted PERSON-0748 confirming pickup.,105
ADV-COMM-0366,CASE-0972,PERSON-0157 contacted PERSON-0704 regarding operational logistics.,67
ADV-COMM-0367,CASE-0972,PERSON-0704 contacted PERSON-0157 confirming pickup.,61
ADV-COMM-0368,CASE-0764,PERSON-0099 contacted PERSON-0763 regarding operational logistics.,257
ADV-COMM-0369,CASE-0764,PERSON-0763 contacted PERSON-0099 confirming pickup.,55
ADV-COMM-0370,CASE-0251,PERSON-0576 contacted PERSON-0338 regarding operational logistics.,155
ADV-COMM-0371,CASE-0251,PERSON-0338 contacted PERSON-0576 confirming pickup.,148
ADV-COMM-0372,CASE-0590,PERSON-0739 contacted PERSON-0053 regarding operational logistics.,203
ADV-COMM-0373,CASE-0590,PERSON-0053 contacted PERSON-0739 confirming pickup.,66
ADV-COMM-0374,CASE-0988,PERSON-0218 contacted PERSON-0159 regarding operational logistics.,107
ADV-COMM-0375,CASE-0236,PERSON-0570 contacted PERSON-0377 regarding operational logistics.,245
ADV-COMM-0376,CASE-0236,PERSON-0377 contacted PERSON-0570 confirming pickup.,97
ADV-COMM-0377,CASE-1141,PERSON-0866 contacted PERSON-0575 regarding operational logistics.,56
ADV-COMM-0378,CASE-1141,PERSON-0575 contacted PERSON-0866 confirming pickup.,108
ADV-COMM-0379,CASE-0633,PERSON-0280 contacted PERSON-0720 regarding operational logistics.,285
ADV-COMM-0380,CASE-0633,PERSON-0720 contacted PERSON-0280 confirming pickup.,41
ADV-COMM-0381,CASE-0821,PERSON-0147 contacted PERSON-0580 regarding operational logistics.,67
ADV-COMM-0382,CASE-0821,PERSON-0580 contacted PERSON-0147 confirming pickup.,47
ADV-COMM-0383,CASE-0771,PERSON-0544 contacted PERSON-0221 regarding operational logistics.,157
ADV-COMM-0384,CASE-0771,PERSON-0221 contacted PERSON-0544 confirming pickup.,80
ADV-COMM-0385,CASE-1163,PERSON-0739 contacted PERSON-0333 regarding operational logistics.,202
ADV-COMM-0386,CASE-1163,PERSON-0333 contacted PERSON-0739 confirming pickup.,53
ADV-COMM-0387,CASE-0102,PERSON-0773 contacted PERSON-0633 regarding operational logistics.,222
ADV-COMM-0388,CASE-0102,PERSON-0633 contacted PERSON-0773 confirming pickup.,153
ADV-COMM-0389,CASE-0906,PERSON-0498 contacted PERSON-0622 regarding operational logistics.,156
ADV-COMM-0390,CASE-0906,PERSON-0622 contacted PERSON-0498 confirming pickup.,171
ADV-COMM-0391,CASE-0581,PERSON-0441 contacted PERSON-0114 regarding operational logistics.,223
ADV-COMM-0392,CASE-0581,PERSON-0114 contacted PERSON-0441 confirming pickup.,164
ADV-COMM-0393,CASE-0452,PERSON-0316 contacted PERSON-0047 regarding operational logistics.,151
ADV-COMM-0394,CASE-0433,PERSON-0210 contacted PERSON-0309 regarding operational logistics.,246
ADV-COMM-0395,CASE-0433,PERSON-0309 contacted PERSON-0210 confirming pickup.,105
ADV-COMM-0396,CASE-1019,PERSON-0123 contacted PERSON-0008 regarding operational logistics.,241
ADV-COMM-0397,CASE-1019,PERSON-0008 contacted PERSON-0123 confirming pickup.,73
ADV-COMM-0398,CASE-1025,PERSON-0721 contacted PERSON-0236 regarding operational logistics.,193
ADV-COMM-0399,CASE-0087,PERSON-0074 contacted PERSON-0407 regarding operational logistics.,161
ADV-COMM-0400,CASE-0087,PERSON-0407 contacted PERSON-0074 confirming pickup.,59
ADV-COMM-0401,CASE-1175,PERSON-0590 contacted PERSON-0440 regarding operational logistics.,153
ADV-COMM-0402,CASE-0043,PERSON-0118 contacted PERSON-0415 regarding operational logistics.,297
ADV-COMM-0403,CASE-0043,PERSON-0415 contacted PERSON-0118 confirming pickup.,157
ADV-COMM-0404,CASE-0181,PERSON-0942 contacted PERSON-0371 regarding operational logistics.,161
ADV-COMM-0405,CASE-1074,PERSON-0604 contacted PERSON-0411 regarding operational logistics.,70
ADV-COMM-0406,CASE-1074,PERSON-0411 contacted PERSON-0604 confirming pickup.,119
ADV-COMM-0407,CASE-0345,PERSON-0227 contacted PERSON-0342 regarding operational logistics.,69
ADV-COMM-0408,CASE-0345,PERSON-0342 contacted PERSON-0227 confirming pickup.,69
ADV-COMM-0409,CASE-0716,PERSON-0199 contacted PERSON-0928 regarding operational logistics.,139
ADV-COMM-0410,CASE-0484,PERSON-0835 contacted PERSON-0152 regarding operational logistics.,76
ADV-COMM-0411,CASE-0484,PERSON-0152 contacted PERSON-0835 confirming pickup.,90
ADV-COMM-0412,CASE-0155,PERSON-0157 contacted PERSON-0779 regarding operational logistics.,95
ADV-COMM-0413,CASE-1155,PERSON-0476 contacted PERSON-0773 regarding operational logistics.,244
ADV-COMM-0414,CASE-1155,PERSON-0773 contacted PERSON-0476 confirming pickup.,122
ADV-COMM-0415,CASE-0310,PERSON-0643 contacted PERSON-0324 regarding operational logistics.,162
ADV-COMM-0416,CASE-0310,PERSON-0324 contacted PERSON-0643 confirming pickup.,153
ADV-COMM-0417,CASE-1212,PERSON-0816 contacted PERSON-0282 regarding operational logistics.,64
ADV-COMM-0418,CASE-1212,PERSON-0282 contacted PERSON-0816 confirming pickup.,58
ADV-COMM-0419,CASE-0117,PERSON-0463 contacted PERSON-0039 regarding operational logistics.,144
ADV-COMM-0420,CASE-0185,PERSON-0885 contacted PERSON-0876 regarding operational logistics.,207
ADV-COMM-0421,CASE-0185,PERSON-0876 contacted PERSON-0885 confirming pickup.,138
ADV-COMM-0422,CASE-0085,PERSON-0568 contacted PERSON-0978 regarding operational logistics.,165
ADV-COMM-0423,CASE-1240,PERSON-0193 contacted PERSON-0330 regarding operational logistics.,171
ADV-COMM-0424,CASE-1240,PERSON-0330 contacted PERSON-0193 confirming pickup.,55
ADV-COMM-0425,CASE-0704,PERSON-0831 contacted PERSON-0921 regarding operational logistics.,232
ADV-COMM-0426,CASE-0704,PERSON-0921 contacted PERSON-0831 confirming pickup.,84
ADV-COMM-0427,CASE-0900,PERSON-0725 contacted PERSON-0449 regarding operational logistics.,184
ADV-COMM-0428,CASE-0900,PERSON-0449 contacted PERSON-0725 confirming pickup.,80
ADV-COMM-0429,CASE-0794,PERSON-0940 contacted PERSON-0290 regarding operational logistics.,154
ADV-COMM-0430,CASE-0686,PERSON-0054 contacted PERSON-0809 regarding operational logistics.,66
ADV-COMM-0431,CASE-0686,PERSON-0809 contacted PERSON-0054 confirming pickup.,138
ADV-COMM-0432,CASE-1235,PERSON-0742 contacted PERSON-0873 regarding operational logistics.,273
ADV-COMM-0433,CASE-1235,PERSON-0873 contacted PERSON-0742 confirming pickup.,60
ADV-COMM-0434,CASE-0717,PERSON-0145 contacted PERSON-0939 regarding operational logistics.,129
ADV-COMM-0435,CASE-1219,PERSON-0402 contacted PERSON-0133 regarding operational logistics.,231
ADV-COMM-0436,CASE-0673,PERSON-0386 contacted PERSON-0659 regarding operational logistics.,258
ADV-COMM-0437,CASE-0673,PERSON-0659 contacted PERSON-0386 confirming pickup.,174
ADV-COMM-0438,CASE-1042,PERSON-0687 contacted PERSON-0434 regarding operational logistics.,142
ADV-COMM-0439,CASE-1042,PERSON-0434 contacted PERSON-0687 confirming pickup.,119
ADV-COMM-0440,CASE-0996,PERSON-0220 contacted PERSON-0350 regarding operational logistics.,99
ADV-COMM-0441,CASE-0996,PERSON-0350 contacted PERSON-0220 confirming pickup.,75
ADV-COMM-0442,CASE-0208,PERSON-0303 contacted PERSON-0865 regarding operational logistics.,179
ADV-COMM-0443,CASE-0078,PERSON-0905 contacted PERSON-0540 regarding operational logistics.,219
ADV-COMM-0444,CASE-0078,PERSON-0540 contacted PERSON-0905 confirming pickup.,73
ADV-COMM-0445,CASE-0371,PERSON-0158 contacted PERSON-0167 regarding operational logistics.,262
ADV-COMM-0446,CASE-0371,PERSON-0167 contacted PERSON-0158 confirming pickup.,82
ADV-COMM-0447,CASE-0747,PERSON-0045 contacted PERSON-0421 regarding operational logistics.,223
ADV-COMM-0448,CASE-0920,PERSON-0626 contacted PERSON-0292 regarding operational logistics.,109
ADV-COMM-0449,CASE-0920,PERSON-0292 contacted PERSON-0626 confirming pickup.,119
ADV-COMM-0450,CASE-0398,PERSON-0804 contacted PERSON-0481 regarding operational logistics.,144
ADV-COMM-0451,CASE-0398,PERSON-0481 contacted PERSON-0804 confirming pickup.,152
ADV-COMM-0452,CASE-0783,PERSON-0289 contacted PERSON-0797 regarding operational logistics.,178
ADV-COMM-0453,CASE-0783,PERSON-0797 contacted PERSON-0289 confirming pickup.,81
ADV-COMM-0454,CASE-0284,PERSON-0821 contacted PERSON-0620 regarding operational logistics.,273
ADV-COMM-0455,CASE-0284,PERSON-0620 contacted PERSON-0821 confirming pickup.,163
ADV-COMM-0456,CASE-0211,PERSON-0568 contacted PERSON-0957 regarding operational logistics.,232
ADV-COMM-0457,CASE-0329,PERSON-0292 contacted PERSON-0086 regarding operational logistics.,119
ADV-COMM-0458,CASE-0329,PERSON-0086 contacted PERSON-0292 confirming pickup.,171
ADV-COMM-0459,CASE-0455,PERSON-0448 contacted PERSON-0094 regarding operational logistics.,259
ADV-COMM-0460,CASE-0455,PERSON-0094 contacted PERSON-0448 confirming pickup.,129
ADV-COMM-0461,CASE-0812,PERSON-0425 contacted PERSON-0055 regarding operational logistics.,178
ADV-COMM-0462,CASE-0812,PERSON-0055 contacted PERSON-0425 confirming pickup.,138
ADV-COMM-0463,CASE-0058,PERSON-0384 contacted PERSON-0230 regarding operational logistics.,131
ADV-COMM-0464,CASE-0300,PERSON-0666 contacted PERSON-0344 regarding operational logistics.,85
ADV-COMM-0465,CASE-0300,PERSON-0344 contacted PERSON-0666 confirming pickup.,160
ADV-COMM-0466,CASE-0961,PERSON-0143 contacted PERSON-0778 regarding operational logistics.,164
ADV-COMM-0467,CASE-0961,PERSON-0778 contacted PERSON-0143 confirming pickup.,60
ADV-COMM-0468,CASE-0307,PERSON-0221 contacted PERSON-0856 regarding operational logistics.,190
ADV-COMM-0469,CASE-0591,PERSON-0434 contacted PERSON-0114 regarding operational logistics.,110
ADV-COMM-0470,CASE-0591,PERSON-0114 contacted PERSON-0434 confirming pickup.,52
ADV-COMM-0471,CASE-0937,PERSON-0655 contacted PERSON-0813 regarding operational logistics.,66
ADV-COMM-0472,CASE-0937,PERSON-0813 contacted PERSON-0655 confirming pickup.,167
ADV-COMM-0473,CASE-1056,PERSON-0017 contacted PERSON-0648 regarding operational logistics.,197
ADV-COMM-0474,CASE-1056,PERSON-0648 contacted PERSON-0017 confirming pickup.,76
ADV-COMM-0475,CASE-0723,PERSON-0002 contacted PERSON-0630 regarding operational logistics.,111
ADV-COMM-0476,CASE-0723,PERSON-0630 contacted PERSON-0002 confirming pickup.,87
ADV-COMM-0477,CASE-0739,PERSON-0088 contacted PERSON-0537 regarding operational logistics.,67
ADV-COMM-0478,CASE-1135,PERSON-0806 contacted PERSON-0520 regarding operational logistics.,55
ADV-COMM-0479,CASE-1135,PERSON-0520 contacted PERSON-0806 confirming pickup.,160
ADV-COMM-0480,CASE-0520,PERSON-0397 contacted PERSON-0383 regarding operational logistics.,241
ADV-COMM-0481,CASE-0520,PERSON-0383 contacted PERSON-0397 confirming pickup.,57
ADV-COMM-0482,CASE-0213,PERSON-0751 contacted PERSON-0673 regarding operational logistics.,247
ADV-COMM-0483,CASE-0213,PERSON-0673 contacted PERSON-0751 confirming pickup.,125
ADV-COMM-0484,CASE-0694,PERSON-0361 contacted PERSON-0560 regarding operational logistics.,258
ADV-COMM-0485,CASE-0694,PERSON-0560 contacted PERSON-0361 confirming pickup.,158
ADV-COMM-0486,CASE-0374,PERSON-0491 contacted PERSON-0647 regarding operational logistics.,257
ADV-COMM-0487,CASE-0374,PERSON-0647 contacted PERSON-0491 confirming pickup.,157
ADV-COMM-0488,CASE-0409,PERSON-0207 contacted PERSON-0045 regarding operational logistics.,276
ADV-COMM-0489,CASE-0409,PERSON-0045 contacted PERSON-0207 confirming pickup.,119
ADV-COMM-0490,CASE-0970,PERSON-0835 contacted PERSON-0557 regarding operational logistics.,114
ADV-COMM-0491,CASE-0970,PERSON-0557 contacted PERSON-0835 confirming pickup.,88
ADV-COMM-0492,CASE-0098,PERSON-0883 contacted PERSON-0800 regarding operational logistics.,271
ADV-COMM-0493,CASE-0098,PERSON-0800 contacted PERSON-0883 confirming pickup.,109
ADV-COMM-0494,CASE-0820,PERSON-0377 contacted PERSON-0448 regarding operational logistics.,240
ADV-COMM-0495,CASE-0820,PERSON-0448 contacted PERSON-0377 confirming pickup.,138
ADV-COMM-0496,CASE-1019,PERSON-0192 contacted PERSON-0509 regarding operational logistics.,144
ADV-COMM-0497,CASE-0870,PERSON-0821 contacted PERSON-0085 regarding operational logistics.,70
ADV-COMM-0498,CASE-0870,PERSON-0085 contacted PERSON-0821 confirming pickup.,86
ADV-COMM-0499,CASE-0164,PERSON-0329 contacted PERSON-0106 regarding operational logistics.,133
ADV-COMM-0500,CASE-0164,PERSON-0106 contacted PERSON-0329 confirming pickup.,118
ADV-COMM-0501,CASE-0342,PERSON-0735 contacted PERSON-0437 regarding operational logistics.,226
ADV-COMM-0502,CASE-0342,PERSON-0437 contacted PERSON-0735 confirming pickup.,154
ADV-COMM-0503,CASE-0723,PERSON-0891 contacted PERSON-0934 regarding operational logistics.,207
ADV-COMM-0504,CASE-0118,PERSON-0811 contacted PERSON-0971 regarding operational logistics.,69
ADV-COMM-0505,CASE-0118,PERSON-0971 contacted PERSON-0811 confirming pickup.,143
ADV-COMM-0506,CASE-0328,PERSON-0821 contacted PERSON-0768 regarding operational logistics.,293
ADV-COMM-0507,CASE-0328,PERSON-0768 contacted PERSON-0821 confirming pickup.,152
ADV-COMM-0508,CASE-0751,PERSON-0069 contacted PERSON-0242 regarding operational logistics.,142
ADV-COMM-0509,CASE-0751,PERSON-0242 contacted PERSON-0069 confirming pickup.,48
ADV-COMM-0510,CASE-0760,PERSON-0696 contacted PERSON-0461 regarding operational logistics.,145
ADV-COMM-0511,CASE-0760,PERSON-0461 contacted PERSON-0696 confirming pickup.,59
ADV-COMM-0512,CASE-0816,PERSON-0543 contacted PERSON-0376 regarding operational logistics.,130
ADV-COMM-0513,CASE-0816,PERSON-0376 contacted PERSON-0543 confirming pickup.,103
ADV-COMM-0514,CASE-0382,PERSON-0027 contacted PERSON-0754 regarding operational logistics.,177
ADV-COMM-0515,CASE-0382,PERSON-0754 contacted PERSON-0027 confirming pickup.,70
ADV-COMM-0516,CASE-0914,PERSON-0267 contacted PERSON-0721 regarding operational logistics.,104
ADV-COMM-0517,CASE-0410,PERSON-0939 contacted PERSON-0503 regarding operational logistics.,81
ADV-COMM-0518,CASE-0410,PERSON-0503 contacted PERSON-0939 confirming pickup.,58
ADV-COMM-0519,CASE-0912,PERSON-0921 contacted PERSON-0731 regarding operational logistics.,72
ADV-COMM-0520,CASE-0712,PERSON-0328 contacted PERSON-0684 regarding operational logistics.,231
ADV-COMM-0521,CASE-0712,PERSON-0684 contacted PERSON-0328 confirming pickup.,178
ADV-COMM-0522,CASE-0323,PERSON-0308 contacted PERSON-0872 regarding operational logistics.,232
ADV-COMM-0523,CASE-0741,PERSON-0179 contacted PERSON-0813 regarding operational logistics.,180
ADV-COMM-0524,CASE-0741,PERSON-0813 contacted PERSON-0179 confirming pickup.,91
ADV-COMM-0525,CASE-1012,PERSON-0243 contacted PERSON-0810 regarding operational logistics.,56
ADV-COMM-0526,CASE-1012,PERSON-0810 contacted PERSON-0243 confirming pickup.,134
ADV-COMM-0527,CASE-0177,PERSON-0565 contacted PERSON-0133 regarding operational logistics.,66
ADV-COMM-0528,CASE-0177,PERSON-0133 contacted PERSON-0565 confirming pickup.,162
ADV-COMM-0529,CASE-1178,PERSON-0788 contacted PERSON-0420 regarding operational logistics.,68
ADV-COMM-0530,CASE-1178,PERSON-0420 contacted PERSON-0788 confirming pickup.,121
ADV-COMM-0531,CASE-1060,PERSON-0461 contacted PERSON-0478 regarding operational logistics.,138
ADV-COMM-0532,CASE-1060,PERSON-0478 contacted PERSON-0461 confirming pickup.,86
ADV-COMM-0533,CASE-1030,PERSON-0133 contacted PERSON-0444 regarding operational logistics.,283
ADV-COMM-0534,CASE-0623,PERSON-0531 contacted PERSON-0157 regarding operational logistics.,92
ADV-COMM-0535,CASE-0623,PERSON-0157 contacted PERSON-0531 confirming pickup.,97
ADV-COMM-0536,CASE-0582,PERSON-0964 contacted PERSON-0532 regarding operational logistics.,266
ADV-COMM-0537,CASE-0582,PERSON-0532 contacted PERSON-0964 confirming pickup.,90
ADV-COMM-0538,CASE-0257,PERSON-0565 contacted PERSON-0282 regarding operational logistics.,210
ADV-COMM-0539,CASE-0257,PERSON-0282 contacted PERSON-0565 confirming pickup.,176
ADV-COMM-0540,CASE-1213,PERSON-0657 contacted PERSON-0173 regarding operational logistics.,291
ADV-COMM-0541,CASE-1213,PERSON-0173 contacted PERSON-0657 confirming pickup.,83
ADV-COMM-0542,CASE-1240,PERSON-0738 contacted PERSON-0924 regarding operational logistics.,136
ADV-COMM-0543,CASE-0059,PERSON-0846 contacted PERSON-0885 regarding operational logistics.,70
ADV-COMM-0544,CASE-0059,PERSON-0885 contacted PERSON-0846 confirming pickup.,107
ADV-COMM-0545,CASE-0854,PERSON-0786 contacted PERSON-0586 regarding operational logistics.,208
ADV-COMM-0546,CASE-0854,PERSON-0586 contacted PERSON-0786 confirming pickup.,167
ADV-COMM-0547,CASE-0619,PERSON-0559 contacted PERSON-0297 regarding operational logistics.,173
ADV-COMM-0548,CASE-0619,PERSON-0297 contacted PERSON-0559 confirming pickup.,143
ADV-COMM-0549,CASE-0123,PERSON-0075 contacted PERSON-0706 regarding operational logistics.,90
ADV-COMM-0550,CASE-0123,PERSON-0706 contacted PERSON-0075 confirming pickup.,163
ADV-COMM-0551,CASE-0295,PERSON-0349 contacted PERSON-0622 regarding operational logistics.,130
ADV-COMM-0552,CASE-0817,PERSON-0882 contacted PERSON-0354 regarding operational logistics.,83
ADV-COMM-0553,CASE-0496,PERSON-0109 contacted PERSON-0327 regarding operational logistics.,169
ADV-COMM-0554,CASE-0496,PERSON-0327 contacted PERSON-0109 confirming pickup.,155
ADV-COMM-0555,CASE-0595,PERSON-0100 contacted PERSON-0052 regarding operational logistics.,292
ADV-COMM-0556,CASE-0595,PERSON-0052 contacted PERSON-0100 confirming pickup.,147
ADV-COMM-0557,CASE-0328,PERSON-0887 contacted PERSON-0924 regarding operational logistics.,258
ADV-COMM-0558,CASE-0328,PERSON-0924 contacted PERSON-0887 confirming pickup.,120
ADV-COMM-0559,CASE-1055,PERSON-0164 contacted PERSON-0511 regarding operational logistics.,169
ADV-COMM-0560,CASE-1055,PERSON-0511 contacted PERSON-0164 confirming pickup.,118
ADV-COMM-0561,CASE-0806,PERSON-0093 contacted PERSON-0968 regarding operational logistics.,179
ADV-COMM-0562,CASE-0806,PERSON-0968 contacted PERSON-0093 confirming pickup.,101
ADV-COMM-0563,CASE-0104,PERSON-0362 contacted PERSON-0050 regarding operational logistics.,122
ADV-COMM-0564,CASE-0104,PERSON-0050 contacted PERSON-0362 confirming pickup.,160
ADV-COMM-0565,CASE-0221,PERSON-0009 contacted PERSON-0868 regarding operational logistics.,160
ADV-COMM-0566,CASE-0221,PERSON-0868 contacted PERSON-0009 confirming pickup.,107
ADV-COMM-0567,CASE-0750,PERSON-0783 contacted PERSON-0413 regarding operational logistics.,61
ADV-COMM-0568,CASE-0750,PERSON-0413 contacted PERSON-0783 confirming pickup.,89
ADV-COMM-0569,CASE-0792,PERSON-0296 contacted PERSON-0076 regarding operational logistics.,179
ADV-COMM-0570,CASE-0792,PERSON-0076 contacted PERSON-0296 confirming pickup.,180
ADV-COMM-0571,CASE-0244,PERSON-0639 contacted PERSON-0697 regarding operational logistics.,82
ADV-COMM-0572,CASE-1143,PERSON-0814 contacted PERSON-0348 regarding operational logistics.,290
ADV-COMM-0573,CASE-1143,PERSON-0348 contacted PERSON-0814 confirming pickup.,76
ADV-COMM-0574,CASE-1025,PERSON-0522 contacted PERSON-0412 regarding operational logistics.,60
ADV-COMM-0575,CASE-1025,PERSON-0412 contacted PERSON-0522 confirming pickup.,75
ADV-COMM-0576,CASE-1064,PERSON-0824 contacted PERSON-0486 regarding operational logistics.,166
ADV-COMM-0577,CASE-1064,PERSON-0486 contacted PERSON-0824 confirming pickup.,171
ADV-COMM-0578,CASE-0653,PERSON-0954 contacted PERSON-0628 regarding operational logistics.,91
ADV-COMM-0579,CASE-0653,PERSON-0628 contacted PERSON-0954 confirming pickup.,116
ADV-COMM-0580,CASE-1044,PERSON-0520 contacted PERSON-0849 regarding operational logistics.,186
