pair_id,source_entity_id,target_entity_id,relationship_type,case_id,evidence_reference,expected_relationship,scenario,split
ADV-PAIR-0324,PERSON-0109,PERSON-0327,CONTACTED,CASE-0496,PERSON-0109 coordinated with PERSON-0327 under CASE-0496.,1,POS_STANDARD_MULTI_CHANNEL,TRAIN
ADV-PAIR-0325,PERSON-0100,PERSON-0052,CONTACTED,CASE-0595,PERSON-0100 coordinated with PERSON-0052 under CASE-0595.,1,POS_STANDARD_MULTI_CHANNEL,VAL
ADV-PAIR-0326,PERSON-0887,PERSON-0924,CONTACTED,CASE-0328,PERSON-0887 coordinated with PERSON-0924 under CASE-0328.,1,POS_STANDARD_MULTI_CHANNEL,TRAIN
ADV-PAIR-0327,PERSON-0164,PERSON-0511,CONTACTED,CASE-1055,PERSON-0164 coordinated with PERSON-0511 under CASE-1055.,1,POS_STANDARD_MULTI_CHANNEL,TRAIN
ADV-PAIR-0328,PERSON-0093,PERSON-0968,CONTACTED,CASE-0806,PERSON-0093 coordinated with PERSON-0968 under CASE-0806.,1,POS_STANDARD_MULTI_CHANNEL,TRAIN
ADV-PAIR-0329,PERSON-0362,PERSON-0050,CONTACTED,CASE-0104,PERSON-0362 coordinated with PERSON-0050 under CASE-0104.,1,POS_STANDARD_MULTI_CHANNEL,TRAIN
ADV-PAIR-0330,PERSON-0009,PERSON-0868,CONTACTED,CASE-0221,PERSON-0009 coordinated with PERSON-0868 under CASE-0221.,1,POS_STANDARD_MULTI_CHANNEL,TRAIN
ADV-PAIR-0331,PERSON-0783,PERSON-0413,CONTACTED,CASE-0750,PERSON-0783 coordinated with PERSON-0413 under CASE-0750.,1,POS_STANDARD_MULTI_CHANNEL,TRAIN
ADV-PAIR-0332,PERSON-0296,PERSON-0076,CONTACTED,CASE-0792,PERSON-0296 coordinated with PERSON-0076 under CASE-0792.,1,POS_STANDARD_MULTI_CHANNEL,TRAIN
ADV-PAIR-0333,PERSON-0639,PERSON-0697,CONTACTED,CASE-0244,PERSON-0639 coordinated with PERSON-0697 under CASE-0244.,1,POS_STANDARD_MULTI_CHANNEL,TRAIN
ADV-PAIR-0334,PERSON-0814,PERSON-0348,CONTACTED,CASE-1143,PERSON-0814 coordinated with PERSON-0348 under CASE-1143.,1,POS_STANDARD_MULTI_CHANNEL,TRAIN
ADV-PAIR-0335,PERSON-0522,PERSON-0412,CONTACTED,CASE-1025,PERSON-0522 coordinated with PERSON-0412 under CASE-1025.,1,POS_STANDARD_MULTI_CHANNEL,TRAIN
ADV-PAIR-0336,PERSON-0824,PERSON-0486,CONTACTED,CASE-1064,PERSON-0824 coordinated with PERSON-0486 under CASE-1064.,1,POS_STANDARD_MULTI_CHANNEL,TRAIN
ADV-PAIR-0337,PERSON-0954,PERSON-0628,CONTACTED,CASE-0653,PERSON-0954 coordinated with PERSON-0628 under CASE-0653.,1,POS_STANDARD_MULTI_CHANNEL,VAL
ADV-PAIR-0338,PERSON-0520,PERSON-0849,CONTACTED,CASE-1044,PERSON-0520 coordinated with PERSON-0849 under CASE-1044.,1,POS_STANDARD_MULTI_CHANNEL,TRAIN
ADV-PAIR-0339,PERSON-0018,PERSON-0378,CONTACTED,CASE-0679,PERSON-0018 coordinated with PERSON-0378 under CASE-0679.,1,POS_STANDARD_MULTI_CHANNEL,TRAIN
ADV-PAIR-0340,PERSON-0816,PERSON-0921,CONTACTED,CASE-0055,PERSON-0816 coordinated with PERSON-0921 under CASE-0055.,1,POS_STANDARD_MULTI_CHANNEL,VAL
ADV-PAIR-0341,PERSON-0598,PERSON-0492,CONTACTED,CASE-0350,PERSON-0598 coordinated with PERSON-0492 under CASE-0350.,1,POS_STANDARD_MULTI_CHANNEL,TEST
ADV-PAIR-0342,PERSON-0698,PERSON-0249,CONTACTED,CASE-0065,PERSON-0698 coordinated with PERSON-0249 under CASE-0065.,1,POS_STANDARD_MULTI_CHANNEL,TRAIN
ADV-PAIR-0343,PERSON-0020,PERSON-0452,CONTACTED,CASE-0643,PERSON-0020 coordinated with PERSON-0452 under CASE-0643.,1,POS_STANDARD_MULTI_CHANNEL,TRAIN
ADV-PAIR-0344,PERSON-0794,PERSON-0627,CONTACTED,CASE-0966,PERSON-0794 coordinated with PERSON-0627 under CASE-0966.,1,POS_STANDARD_MULTI_CHANNEL,TRAIN
ADV-PAIR-0345,PERSON-0723,PERSON-0142,CONTACTED,CASE-1063,PERSON-0723 coordinated with PERSON-0142 under CASE-1063.,1,POS_STANDARD_MULTI_CHANNEL,TRAIN
ADV-PAIR-0346,PERSON-0322,PERSON-0980,CONTACTED,CASE-0355,PERSON-0322 coordinated with PERSON-0980 under CASE-0355.,1,POS_STANDARD_MULTI_CHANNEL,TEST
ADV-PAIR-0347,PERSON-0363,PERSON-0693,CONTACTED,CASE-0542,PERSON-0363 coordinated with PERSON-0693 under CASE-0542.,1,POS_STANDARD_MULTI_CHANNEL,TRAIN
ADV-PAIR-0348,PERSON-0306,PERSON-0231,CONTACTED,CASE-0610,PERSON-0306 coordinated with PERSON-0231 under CASE-0610.,1,POS_STANDARD_MULTI_CHANNEL,TEST
ADV-PAIR-0349,PERSON-0501,PERSON-0325,CONTACTED,CASE-0983,PERSON-0501 coordinated with PERSON-0325 under CASE-0983.,1,POS_STANDARD_MULTI_CHANNEL,TRAIN
ADV-PAIR-0350,PERSON-0588,PERSON-0693,CONTACTED,CASE-1113,PERSON-0588 coordinated with PERSON-0693 under CASE-1113.,1,POS_STANDARD_MULTI_CHANNEL,TRAIN
ADV-PAIR-0351,PERSON-0354,PERSON-0978,CONTACTED,CASE-0300,Interception notes confirm PERSON-0354 contacted PERSON-0978.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0352,PERSON-0979,PERSON-0732,CONTACTED,CASE-0162,Interception notes confirm PERSON-0979 contacted PERSON-0732.,1,POS_SPARSE_ONE_CHANNEL,TEST
ADV-PAIR-0353,PERSON-0672,PERSON-0263,CONTACTED,CASE-0982,Interception notes confirm PERSON-0672 contacted PERSON-0263.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0354,PERSON-0278,PERSON-0956,CONTACTED,CASE-1152,Interception notes confirm PERSON-0278 contacted PERSON-0956.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0355,PERSON-0112,PERSON-0631,CONTACTED,CASE-1202,Interception notes confirm PERSON-0112 contacted PERSON-0631.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0356,PERSON-0686,PERSON-0927,CONTACTED,CASE-1088,Interception notes confirm PERSON-0686 contacted PERSON-0927.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0357,PERSON-0054,PERSON-0103,CONTACTED,CASE-0847,Interception notes confirm PERSON-0054 contacted PERSON-0103.,1,POS_SPARSE_ONE_CHANNEL,VAL
ADV-PAIR-0358,PERSON-0103,PERSON-0698,CONTACTED,CASE-0282,Interception notes confirm PERSON-0103 contacted PERSON-0698.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0359,PERSON-0952,PERSON-0162,CONTACTED,CASE-0834,Interception notes confirm PERSON-0952 contacted PERSON-0162.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0360,PERSON-0489,PERSON-0667,CONTACTED,CASE-0409,Interception notes confirm PERSON-0489 contacted PERSON-0667.,1,POS_SPARSE_ONE_CHANNEL,TEST
ADV-PAIR-0361,PERSON-0329,PERSON-0293,CONTACTED,CASE-0122,Interception notes confirm PERSON-0329 contacted PERSON-0293.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0362,PERSON-0668,PERSON-0588,CONTACTED,CASE-0476,Interception notes confirm PERSON-0668 contacted PERSON-0588.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0363,PERSON-0936,PERSON-0944,CONTACTED,CASE-0359,Interception notes confirm PERSON-0936 contacted PERSON-0944.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0364,PERSON-0957,PERSON-0942,CONTACTED,CASE-0075,Interception notes confirm PERSON-0957 contacted PERSON-0942.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0365,PERSON-0807,PERSON-0508,CONTACTED,CASE-0382,Interception notes confirm PERSON-0807 contacted PERSON-0508.,1,POS_SPARSE_ONE_CHANNEL,VAL
ADV-PAIR-0366,PERSON-0898,PERSON-0039,CONTACTED,CASE-0019,Interception notes confirm PERSON-0898 contacted PERSON-0039.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0367,PERSON-0110,PERSON-0951,CONTACTED,CASE-0687,Interception notes confirm PERSON-0110 contacted PERSON-0951.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0368,PERSON-0557,PERSON-0537,CONTACTED,CASE-1012,Interception notes confirm PERSON-0557 contacted PERSON-0537.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0369,PERSON-0872,PERSON-0517,CONTACTED,CASE-0959,Interception notes confirm PERSON-0872 contacted PERSON-0517.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0370,PERSON-0339,PERSON-0167,CONTACTED,CASE-0940,Interception notes confirm PERSON-0339 contacted PERSON-0167.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0371,PERSON-0191,PERSON-0015,CONTACTED,CASE-0691,Interception notes confirm PERSON-0191 contacted PERSON-0015.,1,POS_SPARSE_ONE_CHANNEL,VAL
ADV-PAIR-0372,PERSON-0691,PERSON-0776,CONTACTED,CASE-0396,Interception notes confirm PERSON-0691 contacted PERSON-0776.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0373,PERSON-0919,PERSON-0416,CONTACTED,CASE-0876,Interception notes confirm PERSON-0919 contacted PERSON-0416.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0374,PERSON-0411,PERSON-0686,CONTACTED,CASE-0196,Interception notes confirm PERSON-0411 contacted PERSON-0686.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0375,PERSON-0489,PERSON-0332,CONTACTED,CASE-0509,Interception notes confirm PERSON-0489 contacted PERSON-0332.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0376,PERSON-0242,PERSON-0458,CONTACTED,CASE-0547,Interception notes confirm PERSON-0242 contacted PERSON-0458.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0377,PERSON-0597,PERSON-0741,CONTACTED,CASE-1174,Interception notes confirm PERSON-0597 contacted PERSON-0741.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0378,PERSON-0369,PERSON-0710,CONTACTED,CASE-0484,Interception notes confirm PERSON-0369 contacted PERSON-0710.,1,POS_SPARSE_ONE_CHANNEL,TEST
ADV-PAIR-0379,PERSON-0477,PERSON-0315,CONTACTED,CASE-0328,Interception notes confirm PERSON-0477 contacted PERSON-0315.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0380,PERSON-0946,PERSON-0917,CONTACTED,CASE-0637,Interception notes confirm PERSON-0946 contacted PERSON-0917.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0381,PERSON-0939,PERSON-0964,CONTACTED,CASE-0605,Interception notes confirm PERSON-0939 contacted PERSON-0964.,1,POS_SPARSE_ONE_CHANNEL,VAL
ADV-PAIR-0382,PERSON-0225,PERSON-0981,CONTACTED,CASE-0274,Interception notes confirm PERSON-0225 contacted PERSON-0981.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0383,PERSON-0766,PERSON-0621,CONTACTED,CASE-0766,Interception notes confirm PERSON-0766 contacted PERSON-0621.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0384,PERSON-0935,PERSON-0483,CONTACTED,CASE-1101,Interception notes confirm PERSON-0935 contacted PERSON-0483.,1,POS_SPARSE_ONE_CHANNEL,VAL
ADV-PAIR-0385,PERSON-0781,PERSON-0254,CONTACTED,CASE-1221,Interception notes confirm PERSON-0781 contacted PERSON-0254.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0386,PERSON-0539,PERSON-0458,CONTACTED,CASE-1082,Interception notes confirm PERSON-0539 contacted PERSON-0458.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0387,PERSON-0940,PERSON-0578,CONTACTED,CASE-0230,Interception notes confirm PERSON-0940 contacted PERSON-0578.,1,POS_SPARSE_ONE_CHANNEL,VAL
ADV-PAIR-0388,PERSON-0925,PERSON-0518,CONTACTED,CASE-0415,Interception notes confirm PERSON-0925 contacted PERSON-0518.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0389,PERSON-0169,PERSON-0336,CONTACTED,CASE-1066,Interception notes confirm PERSON-0169 contacted PERSON-0336.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0390,PERSON-0211,PERSON-0735,CONTACTED,CASE-1195,Interception notes confirm PERSON-0211 contacted PERSON-0735.,1,POS_SPARSE_ONE_CHANNEL,TEST
ADV-PAIR-0391,PERSON-0457,PERSON-0829,CONTACTED,CASE-0114,Interception notes confirm PERSON-0457 contacted PERSON-0829.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0392,PERSON-0426,PERSON-0468,CONTACTED,CASE-1155,Interception notes confirm PERSON-0426 contacted PERSON-0468.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0393,PERSON-0689,PERSON-0827,CONTACTED,CASE-0632,Interception notes confirm PERSON-0689 contacted PERSON-0827.,1,POS_SPARSE_ONE_CHANNEL,VAL
ADV-PAIR-0394,PERSON-0261,PERSON-0837,CONTACTED,CASE-0007,Interception notes confirm PERSON-0261 contacted PERSON-0837.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0395,PERSON-0075,PERSON-0047,CONTACTED,CASE-0868,Interception notes confirm PERSON-0075 contacted PERSON-0047.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0396,PERSON-0555,PERSON-0062,CONTACTED,CASE-0142,Interception notes confirm PERSON-0555 contacted PERSON-0062.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0397,PERSON-0033,PERSON-0294,CONTACTED,CASE-0838,Interception notes confirm PERSON-0033 contacted PERSON-0294.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0398,PERSON-0785,PERSON-0657,CONTACTED,CASE-0861,Interception notes confirm PERSON-0785 contacted PERSON-0657.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0399,PERSON-0460,PERSON-0891,CONTACTED,CASE-0774,Interception notes confirm PERSON-0460 contacted PERSON-0891.,1,POS_SPARSE_ONE_CHANNEL,VAL
ADV-PAIR-0400,PERSON-0988,PERSON-0678,CONTACTED,CASE-1105,Interception notes confirm PERSON-0988 contacted PERSON-0678.,1,POS_SPARSE_ONE_CHANNEL,TEST
ADV-PAIR-0401,PERSON-0122,PERSON-0183,CONTACTED,CASE-1101,Interception notes confirm PERSON-0122 contacted PERSON-0183.,1,POS_SPARSE_ONE_CHANNEL,VAL
ADV-PAIR-0402,PERSON-0746,PERSON-0229,CONTACTED,CASE-0008,Interception notes confirm PERSON-0746 contacted PERSON-0229.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0403,PERSON-0475,PERSON-0690,CONTACTED,CASE-1116,Interception notes confirm PERSON-0475 contacted PERSON-0690.,1,POS_SPARSE_ONE_CHANNEL,VAL
ADV-PAIR-0404,PERSON-0844,PERSON-0236,CONTACTED,CASE-0507,Interception notes confirm PERSON-0844 contacted PERSON-0236.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0405,PERSON-0283,PERSON-0194,CONTACTED,CASE-0232,Interception notes confirm PERSON-0283 contacted PERSON-0194.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0406,PERSON-0430,PERSON-0630,CONTACTED,CASE-0033,Interception notes confirm PERSON-0430 contacted PERSON-0630.,1,POS_SPARSE_ONE_CHANNEL,TEST
ADV-PAIR-0407,PERSON-0104,PERSON-0609,CONTACTED,CASE-0069,Interception notes confirm PERSON-0104 contacted PERSON-0609.,1,POS_SPARSE_ONE_CHANNEL,TEST
ADV-PAIR-0408,PERSON-0721,PERSON-0894,CONTACTED,CASE-0100,Interception notes confirm PERSON-0721 contacted PERSON-0894.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0409,PERSON-0412,PERSON-0450,CONTACTED,CASE-0480,Interception notes confirm PERSON-0412 contacted PERSON-0450.,1,POS_SPARSE_ONE_CHANNEL,VAL
ADV-PAIR-0410,PERSON-0144,PERSON-0516,CONTACTED,CASE-0593,Interception notes confirm PERSON-0144 contacted PERSON-0516.,1,POS_SPARSE_ONE_CHANNEL,VAL
ADV-PAIR-0411,PERSON-0327,PERSON-0592,CONTACTED,CASE-1225,Interception notes confirm PERSON-0327 contacted PERSON-0592.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0412,PERSON-0243,PERSON-0310,CONTACTED,CASE-0294,Interception notes confirm PERSON-0243 contacted PERSON-0310.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0413,PERSON-0227,PERSON-0424,CONTACTED,CASE-0616,Interception notes confirm PERSON-0227 contacted PERSON-0424.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0414,PERSON-0972,PERSON-0606,CONTACTED,CASE-0359,Interception notes confirm PERSON-0972 contacted PERSON-0606.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0415,PERSON-0570,PERSON-0508,CONTACTED,CASE-0097,Interception notes confirm PERSON-0570 contacted PERSON-0508.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0416,PERSON-0688,PERSON-0391,CONTACTED,CASE-1075,Interception notes confirm PERSON-0688 contacted PERSON-0391.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0417,PERSON-0419,PERSON-0153,CONTACTED,CASE-0615,Interception notes confirm PERSON-0419 contacted PERSON-0153.,1,POS_SPARSE_ONE_CHANNEL,VAL
ADV-PAIR-0418,PERSON-0485,PERSON-0247,CONTACTED,CASE-0462,Interception notes confirm PERSON-0485 contacted PERSON-0247.,1,POS_SPARSE_ONE_CHANNEL,VAL
ADV-PAIR-0419,PERSON-0148,PERSON-0826,CONTACTED,CASE-0949,Interception notes confirm PERSON-0148 contacted PERSON-0826.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0420,PERSON-0423,PERSON-0992,CONTACTED,CASE-0854,Interception notes confirm PERSON-0423 contacted PERSON-0992.,1,POS_SPARSE_ONE_CHANNEL,VAL
ADV-PAIR-0421,PERSON-0398,PERSON-0249,CONTACTED,CASE-0523,Interception notes confirm PERSON-0398 contacted PERSON-0249.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0422,PERSON-0081,PERSON-0945,CONTACTED,CASE-0922,Interception notes confirm PERSON-0081 contacted PERSON-0945.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0423,PERSON-0549,PERSON-0742,CONTACTED,CASE-0391,Interception notes confirm PERSON-0549 contacted PERSON-0742.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0424,PERSON-0690,PERSON-0620,CONTACTED,CASE-1235,Interception notes confirm PERSON-0690 contacted PERSON-0620.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0425,PERSON-0193,PERSON-0824,CONTACTED,CASE-1204,Interception notes confirm PERSON-0193 contacted PERSON-0824.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0426,PERSON-0223,PERSON-0491,CONTACTED,CASE-0428,Interception notes confirm PERSON-0223 contacted PERSON-0491.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0427,PERSON-0311,PERSON-0980,CONTACTED,CASE-0032,Interception notes confirm PERSON-0311 contacted PERSON-0980.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0428,PERSON-0986,PERSON-0760,CONTACTED,CASE-0241,Interception notes confirm PERSON-0986 contacted PERSON-0760.,1,POS_SPARSE_ONE_CHANNEL,VAL
ADV-PAIR-0429,PERSON-0937,PERSON-0249,CONTACTED,CASE-1238,Interception notes confirm PERSON-0937 contacted PERSON-0249.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0430,PERSON-0938,PERSON-0246,CONTACTED,CASE-1131,Interception notes confirm PERSON-0938 contacted PERSON-0246.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0431,PERSON-0390,PERSON-0478,CONTACTED,CASE-1093,Interception notes confirm PERSON-0390 contacted PERSON-0478.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0432,PERSON-0268,PERSON-0369,CONTACTED,CASE-1051,Interception notes confirm PERSON-0268 contacted PERSON-0369.,1,POS_SPARSE_ONE_CHANNEL,TEST
ADV-PAIR-0433,PERSON-0101,PERSON-0823,CONTACTED,CASE-0962,Interception notes confirm PERSON-0101 contacted PERSON-0823.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0434,PERSON-0937,PERSON-0209,CONTACTED,CASE-0760,Interception notes confirm PERSON-0937 contacted PERSON-0209.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0435,PERSON-0577,PERSON-0885,CONTACTED,CASE-0454,Interception notes confirm PERSON-0577 contacted PERSON-0885.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0436,PERSON-0268,PERSON-0567,CONTACTED,CASE-1197,Interception notes confirm PERSON-0268 contacted PERSON-0567.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0437,PERSON-0303,PERSON-0157,CONTACTED,CASE-0402,Interception notes confirm PERSON-0303 contacted PERSON-0157.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0438,PERSON-0584,PERSON-0854,CONTACTED,CASE-0504,Interception notes confirm PERSON-0584 contacted PERSON-0854.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0439,PERSON-0967,PERSON-0702,CONTACTED,CASE-0692,Interception notes confirm PERSON-0967 contacted PERSON-0702.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0440,PERSON-0990,PERSON-0741,CONTACTED,CASE-1005,Interception notes confirm PERSON-0990 contacted PERSON-0741.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0441,PERSON-0174,PERSON-0144,CONTACTED,CASE-1120,Interception notes confirm PERSON-0174 contacted PERSON-0144.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0442,PERSON-0658,PERSON-0981,CONTACTED,CASE-0121,Interception notes confirm PERSON-0658 contacted PERSON-0981.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0443,PERSON-0968,PERSON-0838,CONTACTED,CASE-0100,Interception notes confirm PERSON-0968 contacted PERSON-0838.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0444,PERSON-0141,PERSON-0863,CONTACTED,CASE-0474,Interception notes confirm PERSON-0141 contacted PERSON-0863.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0445,PERSON-0010,PERSON-0224,CONTACTED,CASE-1036,Interception notes confirm PERSON-0010 contacted PERSON-0224.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0446,PERSON-0633,PERSON-0654,CONTACTED,CASE-0990,Interception notes confirm PERSON-0633 contacted PERSON-0654.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0447,PERSON-0007,PERSON-0545,CONTACTED,CASE-1130,Interception notes confirm PERSON-0007 contacted PERSON-0545.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0448,PERSON-0543,PERSON-0740,CONTACTED,CASE-0563,Interception notes confirm PERSON-0543 contacted PERSON-0740.,1,POS_SPARSE_ONE_CHANNEL,TEST
ADV-PAIR-0449,PERSON-0018,PERSON-0515,CONTACTED,CASE-0882,Interception notes confirm PERSON-0018 contacted PERSON-0515.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0450,PERSON-0110,PERSON-0941,CONTACTED,CASE-0198,Interception notes confirm PERSON-0110 contacted PERSON-0941.,1,POS_SPARSE_ONE_CHANNEL,TEST
ADV-PAIR-0451,PERSON-0197,PERSON-0635,CONTACTED,CASE-1079,Interception notes confirm PERSON-0197 contacted PERSON-0635.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0452,PERSON-0274,PERSON-0815,CONTACTED,CASE-0813,Interception notes confirm PERSON-0274 contacted PERSON-0815.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0453,PERSON-0471,PERSON-0579,CONTACTED,CASE-0499,Interception notes confirm PERSON-0471 contacted PERSON-0579.,1,POS_SPARSE_ONE_CHANNEL,TEST
ADV-PAIR-0454,PERSON-0308,PERSON-0701,CONTACTED,CASE-0166,Interception notes confirm PERSON-0308 contacted PERSON-0701.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0455,PERSON-0778,PERSON-0033,CONTACTED,CASE-0192,Interception notes confirm PERSON-0778 contacted PERSON-0033.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0456,PERSON-0566,PERSON-0488,CONTACTED,CASE-0115,Interception notes confirm PERSON-0566 contacted PERSON-0488.,1,POS_SPARSE_ONE_CHANNEL,VAL
ADV-PAIR-0457,PERSON-0176,PERSON-0085,CONTACTED,CASE-1024,Interception notes confirm PERSON-0176 contacted PERSON-0085.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0458,PERSON-0804,PERSON-0340,CONTACTED,CASE-1159,Interception notes confirm PERSON-0804 contacted PERSON-0340.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0459,PERSON-0917,PERSON-0541,CONTACTED,CASE-0088,Interception notes confirm PERSON-0917 contacted PERSON-0541.,1,POS_SPARSE_ONE_CHANNEL,VAL
ADV-PAIR-0460,PERSON-0909,PERSON-0581,CONTACTED,CASE-0974,Interception notes confirm PERSON-0909 contacted PERSON-0581.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0461,PERSON-0701,PERSON-0948,CONTACTED,CASE-0575,Interception notes confirm PERSON-0701 contacted PERSON-0948.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0462,PERSON-0674,PERSON-0034,CONTACTED,CASE-0368,Interception notes confirm PERSON-0674 contacted PERSON-0034.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0463,PERSON-0017,PERSON-0985,CONTACTED,CASE-0425,Interception notes confirm PERSON-0017 contacted PERSON-0985.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0464,PERSON-0841,PERSON-0408,CONTACTED,CASE-0158,Interception notes confirm PERSON-0841 contacted PERSON-0408.,1,POS_SPARSE_ONE_CHANNEL,TRAIN
ADV-PAIR-0465,PERSON-0247,PERSON-0581,CONTACTED,CASE-0797,Interception notes confirm PERSON-0247 contacted PERSON-0581.,1,POS_SPARSE_ONE_CHANNEL,TEST
